id,name,brand,image_url,annual_fee1,annual_fee2,record,type,,
1082,하나멤버스 1Q(원큐) 카드 ALL in,하나카드,https://api.card-gorilla.com:8080/storage/card/1082/card_img/21455/1082card.png,28000,30000,30,VISA,,
1083,하나멤버스 1Q(원큐) Play1 (플레이원) 카드,하나카드,https://api.card-gorilla.com:8080/storage/card/1083/card_img/21343/1083card.png,10000,12000,0,Mastercard,,
1084,KDB다이렉트보험 P+410 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1084/card_img/21341/1084card.jpg,10000,15000,0,Mastercard,,
1085,우체국 후불 하이패스 카드,우체국,https://api.card-gorilla.com:8080/storage/card/1085/card_img/21339/1085card.png,5000,0,0,BC,,
1086,KDB롯데체크카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1086/card_img/21338/1086card.jpg,0,0,0,VISA,,
1087,KT 클립 Super 스마트 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1087/card_img/21337/1087card.png,23000,25000,30,Mastercard,,
1088,KTF 멤버스 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1088/card_img/21336/1088card.jpg,10000,0,30,Mastercard,,
1089,LG전자 베스트샵 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1089/card_img/21335/1089card.png,5000,7000,20,Mastercard,,
1090,LG전자 베스트샵 멤버십 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1090/card_img/21334/1090card.png,10000,15000,50,Mastercard,,
1091,LG패션 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1091/card_img/21333/1091card.jpg,5000,7000,20,Mastercard,,
1092,MG손해보험 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1092/card_img/21332/1092card.jpg,10000,15000,20,VISA,,
1093,New 위메프 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1093/card_img/21331/1093card.jpg,5000,10000,20,VISA,,
1094,NRC롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1094/card_img/21330/1094card.jpg,5000,20000,0,Mastercard,,
1095,NRC프리미엄롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1095/card_img/21329/1095card.jpg,5000,10000,0,Mastercard,,
1096,OK Cashbag 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1096/card_img/21319/1096card.jpg,7000,10000,20,Mastercard,,
1097,SBS골프 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1097/card_img/21318/1097card.jpg,25000,30000,30,VISA,,
1098,NH농협증권 롯데체크카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1098/card_img/21316/1098card.jpg,0,0,0,VISA,,
1100,Olleh Super DC 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1100/card_img/21311/1100card.jpg,10000,10000,30,UnionPay,,
1101,Olleh Super Save 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1101/card_img/21310/1101card.jpg,10000,10000,30,UnionPay,,
1102,Olleh 스마트세이브 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1102/card_img/21309/1102card.jpg,10000,0,0,Mastercard,,
1103,olleh-롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1103/card_img/21308/1103card.jpg,5000,0,30,Mastercard,,
1104,PAT/NEPA/ELLE GOLF 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1104/card_img/21301/1104card.jpg,5000,10000,30,Mastercard,,
1105,ROTC중앙회 롯데체크카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1105/card_img/21300/1105card.jpg,0,0,0,VISA,,
1106,ROTC중앙회 멤버십 롯데VEEX 카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1106/card_img/21299/1106card.jpg,0,5000,0,VISA,,
1107,SK스마트 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1107/card_img/21298/1107card.jpg,10000,0,20,Mastercard,,
1108,SUPER PLUS 카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1108/card_img/21297/1108card.jpg,12000,0,20,AMEX,,
1109,S-OIL보너스 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1109/card_img/21296/1109card.jpg,12000,0,10,VISA,,
1110,TGIF 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1110/card_img/21295/1110card.jpg,10000,0,10,VISA,,
1111,SKYPASS 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1111/card_img/21294/1111card.png,20000,0,0,Mastercard,,
1112,(사)한국청소년진흥협회 롯데카드 아임조이풀,롯데카드,https://api.card-gorilla.com:8080/storage/card/1112/card_img/21293/1112card.png,15000,15000,50,VISA,,
1113,11번가 ShoppingMaster 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1113/card_img/21292/1113card.jpg,5000,10000,40,Mastercard,,
1116,ABC마트 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1116/card_img/21289/1116card.jpg,5000,0,10,Mastercard,,
1117,ABN아름방송 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1117/card_img/21288/1117card.gif,10000,15000,30,VISA,,
1118,AJ렌터카 드라이빙 패스 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1118/card_img/21287/1118card.jpg,8000,12000,30,Mastercard,,
1119,7 Unit 카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1119/card_img/21286/1119card.png,2500,3000,0,Mastercard,,
1120,AXA 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1120/card_img/21285/1120card.png,10000,0,0,Mastercard,,
1121,BNK AUTO 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1121/card_img/21284/1121card.jpg,5000,10000,40,VISA,,
1122,CGV 롯데포인트플러스 카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1122/card_img/21283/1122card.png,5000,10000,10,Mastercard,,
1123,CJ헬로비전 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1123/card_img/21282/1123card.jpg,5000,7000,20,AMEX,,
1124,CMB 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1124/card_img/21281/1124card.jpg,5000,8000,30,Mastercard,,
1125,coway PayFree 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1125/card_img/21280/1125card.png,5000,10000,20,VISA,,
1126,DC PASS 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1126/card_img/21279/1126card.jpg,5000,10000,30,Mastercard,,
1127,DC Supreme 카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1127/card_img/21278/1127card.png,10000,10000,60,VISA,,
1128,DC Sweet 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1128/card_img/21277/1128card.jpg,5000,5000,20,Mastercard,,
1129,DC 클릭카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1129/card_img/22662/1129card.png,10000,10000,20,VISA,,
1131,DC스마트 카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1131/card_img/21247/1131card.png,10000,10000,60,VISA,,
1132,DC카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1132/card_img/21244/1132card.jpg,10000,15000,10,VISA,,
1133,DC플러스 PiTaPa 카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1133/card_img/21242/1133card.jpg,10000,0,20,VISA,,
1134,Diver’s 플래티넘 카드-다이버 상해보험 전용,롯데카드,https://api.card-gorilla.com:8080/storage/card/1134/card_img/21241/1134card.png,45000,50000,0,VISA,,
1135,Diver’s 플래티넘 카드-보너스플라이어마일 적립전용,롯데카드,https://api.card-gorilla.com:8080/storage/card/1135/card_img/21239/1135card.png,45000,50000,0,VISA,,
1136,Driving Pass 카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1136/card_img/21238/1136card.png,8000,12000,30,VISA,,
1137,EBS교육방송 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1137/card_img/21233/1137card.jpg,7000,10000,40,VISA,,
1138,파스퇴르 아이 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1138/card_img/21230/1138card.jpg,5000,7000,20,Mastercard,,
1139,elLOTTE 카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1139/card_img/21228/1139card.png,12000,15000,30,VISA,,
1140,E-PASS 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1140/card_img/21227/1140card.jpg,10000,15000,30,Mastercard,,
1141,EXR 롯데포인트플러스 카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1141/card_img/21226/1141card.jpg,5000,6000,20,VISA,,
1142,패션플러스 롯데포인트플러스카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1142/card_img/21225/1142card.png,5000,7000,20,VISA,,
1143,GS25 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1143/card_img/21224/1143card.jpg,5000,6000,10,VISA,,
1144,GS칼텍스 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1144/card_img/21223/1144card.jpg,12000,0,10,VISA,,
1145,G마켓 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1145/card_img/21222/1145card.jpg,5000,10000,20,Mastercard,,
1146,Hi-pass 행복 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1146/card_img/21220/1146card.jpg,12000,15000,30,VISA,,
1147,I♥HoNam DC플러스카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1147/card_img/21217/1147card.jpg,10000,10000,20,VISA,,
1148,I♥공주 드라이빙 패스 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1148/card_img/21215/1148card.jpg,8000,12000,30,Mastercard,,
1149,삼성 iD 달달할인,삼성카드,https://api.card-gorilla.com:8080/storage/card/1149/card_img/27718/1149card.png,29000,29000,50,Mastercard,,
1150,에르고다음 롯데포인트플러스 카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1150/card_img/21210/1150card.jpg,5000,5000,0,VISA,,
1151,엔조이뉴욕 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1151/card_img/21156/1151card.jpg,5000,7000,0,Mastercard,,
1154,MyBiz Up 기업카드,KB국민카드,https://api.card-gorilla.com:8080/storage/card/1154/card_img/21153/1154card.png,0,0,100,VISA,,
1155,Easy shopping 카드,KB국민카드,https://api.card-gorilla.com:8080/storage/card/1155/card_img/21152/1155card.png,15000,15000,50,Mastercard,,
1156,YES24 Mania롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1156/card_img/21151/1156card.jpg,7000,10000,0,Mastercard,,
1157,하나멤버스 1Q 카드 Special Auto,하나카드,https://api.card-gorilla.com:8080/storage/card/1157/card_img/21150/1157card.png,10000,12000,30,VISA,,
1158,엘지생활건강 롯데포인트플러스카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1158/card_img/21149/1158card.jpg,5000,7000,0,VISA,,
1159,개인택시 운송사업자 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1159/card_img/21148/1159card.png,0,0,30,Mastercard,,
1160,하나멤버스 1Q(원큐) Tour1 카드,하나카드,https://api.card-gorilla.com:8080/storage/card/1160/card_img/21147/1160card.png,15000,17000,0,Mastercard,,
1165,골프존 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1165/card_img/21142/1165card.jpg,10000,15000,40,Mastercard,,
1167,엠비에이(MBA) 카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1167/card_img/21141/1167card.png,195000,200000,0,VISA,,
1168,IBK 웰릭스 카드,IBK기업은행,https://api.card-gorilla.com:8080/storage/card/1168/card_img/21140/1168card.jpg,15000,15000,30,BC,,
1170,이사배 카드,IBK기업은행,https://api.card-gorilla.com:8080/storage/card/1170/card_img/21138/1170card.png,0,0,30,BC,,
1171,H.Point KB국민카드,KB국민카드,https://api.card-gorilla.com:8080/storage/card/1171/card_img/21137/1171card.png,12000,0,0,Mastercard,,
1172,하나로마트 하나카드,하나카드,https://api.card-gorilla.com:8080/storage/card/1172/card_img/21136/1172card.png,15000,0,30,VISA,,
1173,교보문고 핫트랙스 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1173/card_img/21135/1173card.jpg,5000,10000,0,VISA,,
1174,하나 원큐 카드,하나카드,https://api.card-gorilla.com:8080/storage/card/1174/card_img/21134/1174card.png,15000,15000,0,VISA,,
1175,딩딩 신용카드,BNK부산은행,https://api.card-gorilla.com:8080/storage/card/1175/card_img/21133/1175card.png,7000,10000,30,VISA,,
1176,프리미엄 GS POP 하나카드,하나카드,https://api.card-gorilla.com:8080/storage/card/1176/card_img/21132/1176card.png,18000,20000,0,Mastercard,,
1177,BNK 부자되세요 홈쇼핑카드,BNK부산은행,https://api.card-gorilla.com:8080/storage/card/1177/card_img/21131/1177card.png,2000,0,20,VISA,,
1179,교원 베이비 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1179/card_img/21129/1179card.jpg,10000,15000,0,VISA,,
1180,풀무원 하나카드,하나카드,https://api.card-gorilla.com:8080/storage/card/1180/card_img/21128/1180card.png,20000,23000,50,Mastercard,,
1181,여인닷컴 롯데DC플러스카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1181/card_img/21127/1181card.jpg,10000,0,0,VISA,,
1182,옥토 CMA 샤롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1182/card_img/21126/1182card.jpg,20000,0,0,VISA,,
1183,교원DC 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1183/card_img/21125/1183card.jpg,5000,10000,0,VISA,,
1184,Z:IN 인테리어 신한카드,신한카드,https://api.card-gorilla.com:8080/storage/card/1184/card_img/21124/1184card.png,22000,25000,0,Mastercard,,
1188,펫 사랑 카드,하나카드,https://api.card-gorilla.com:8080/storage/card/1188/card_img/21120/1188card.png,15000,15000,30,VISA,,
1189,SK렌터카 신한카드 MY CAR,신한카드,https://api.card-gorilla.com:8080/storage/card/1189/card_img/21119/1189card.png,27000,30000,0,Mastercard,,
1190,SKT T라이트 신한카드,신한카드,https://api.card-gorilla.com:8080/storage/card/1190/card_img/21118/1190card.png,22000,25000,30,Mastercard,,
1191,olleh 슈퍼 DC(Super DC) 신한카드 빅플러스,신한카드,https://api.card-gorilla.com:8080/storage/card/1191/card_img/21117/1191card.png,12000,0,30,Mastercard,,
1192,LG U+ 스마트플랜 Plus 신한카드,신한카드,https://api.card-gorilla.com:8080/storage/card/1192/card_img/21116/1192card.png,22000,25000,0,Mastercard,,
1193,LG U+ 사장님 통할인 신한카드,신한카드,https://api.card-gorilla.com:8080/storage/card/1193/card_img/21115/1193card.png,35000,0,70,Mastercard,,
1194,LG U+ Smart 10 신한카드 Big Plus,신한카드,https://api.card-gorilla.com:8080/storage/card/1194/card_img/21114/1194card.png,10000,0,40,Mastercard,,
1195,LG BEST 모바일 Gold 신한카드,신한카드,https://api.card-gorilla.com:8080/storage/card/1195/card_img/21113/1195card.png,22000,25000,0,Mastercard,,
1196,KT Super할부 Plus 신한카드,신한카드,https://api.card-gorilla.com:8080/storage/card/1196/card_img/21112/1196card.png,22000,25000,0,Mastercard,,
1198,IKEA for Business with 신한카드,신한카드,https://api.card-gorilla.com:8080/storage/card/1198/card_img/21110/1198card.png,27000,30000,50,VISA,,
1199,GS칼텍스 신한카드 BigPlus,신한카드,https://api.card-gorilla.com:8080/storage/card/1199/card_img/21109/1199card.png,5000,7000,20,VISA,,
1200,GS칼텍스 신한카드 BigPlus Smart,신한카드,https://api.card-gorilla.com:8080/storage/card/1200/card_img/21108/1200card.png,5000,7000,20,VISA,,
1201,BC 부자되세요 홈쇼핑 신한카드,신한카드,https://api.card-gorilla.com:8080/storage/card/1201/card_img/21107/1201card.png,7000,0,20,UnionPay,,
1202,부산 동백전 체크카드,BNK부산은행,https://api.card-gorilla.com:8080/storage/card/1202/card_img/21106/1202card.png,0,0,20,BC,,
1203,콘텐츠박스 1Q(원큐) 카드 Daily,하나카드,https://api.card-gorilla.com:8080/storage/card/1203/card_img/21105/1203card.png,8000,10000,10,Mastercard,,
1204,코웨이 하나카드,하나카드,https://api.card-gorilla.com:8080/storage/card/1204/card_img/21104/1204card.png,10000,12000,30,VISA,,
1205,청호나이스 플러스 하나카드,하나카드,https://api.card-gorilla.com:8080/storage/card/1205/card_img/21103/1205card.png,12000,0,30,Mastercard,,
1206,청년취업카드 하나멤버스 Mega BC 체크카드,하나카드,https://api.card-gorilla.com:8080/storage/card/1206/card_img/21102/1206card.png,0,0,25,VISA,,
1207,이랜드 클럽 신용카드,하나카드,https://api.card-gorilla.com:8080/storage/card/1207/card_img/21101/1207card.png,8000,10000,0,Mastercard,,
1208,캐쉬백카드,BNK부산은행,https://api.card-gorilla.com:8080/storage/card/1208/card_img/21100/1208card.png,2000,0,30,VISA,,
1209,BNK 프렌즈 신용카드,BNK부산은행,https://api.card-gorilla.com:8080/storage/card/1209/card_img/21099/1209card.png,10000,0,0,BC Global,,
1210,이랜드 클럽 체크카드,하나카드,https://api.card-gorilla.com:8080/storage/card/1210/card_img/21098/1210card.png,0,0,0,Mastercard,,
1211,윙고 장학재단 체크카드,하나카드,https://api.card-gorilla.com:8080/storage/card/1211/card_img/21097/1211card.png,0,0,10,Mastercard,,
1212,현대홈쇼핑 삼성지엔미포인트카드,삼성카드,https://api.card-gorilla.com:8080/storage/card/1212/card_img/21096/1212card.png,12000,0,0,VISA,,
1213,펫(PET)카드,BNK부산은행,https://api.card-gorilla.com:8080/storage/card/1213/card_img/21095/1213card.png,10000,12000,40,BC,,
1214,웰릭스렌탈 하나카드,하나카드,https://api.card-gorilla.com:8080/storage/card/1214/card_img/21094/1214card.png,12000,0,30,Mastercard,,
1215,아모레퍼시픽 카드,하나카드,https://api.card-gorilla.com:8080/storage/card/1215/card_img/21093/1215card.png,10000,12000,30,VISA,,
1216,썸뱅크 체크카드,BNK부산은행,https://api.card-gorilla.com:8080/storage/card/1216/card_img/21092/1216card.png,0,0,20,BC,,
1217,현대홈쇼핑 삼성애니패스포인트카드,삼성카드,https://api.card-gorilla.com:8080/storage/card/1217/card_img/21091/1217card.png,12000,0,0,VISA,,
1218,현대하이카다이렉트 삼성카드 7,삼성카드,https://api.card-gorilla.com:8080/storage/card/1218/card_img/21090/1218card.png,18000,20000,0,AMEX,,
1219,헬로모바일 삼성카드 2,삼성카드,https://api.card-gorilla.com:8080/storage/card/1219/card_img/21089/1219card.png,12000,0,30,Mastercard,,
1220,BNK 부자되세요 아파트카드,BNK부산은행,https://api.card-gorilla.com:8080/storage/card/1220/card_img/21088/1220card.png,5000,10000,40,BC,,
1222,BNK 2030 플래티늄카드(실버),BNK부산은행,https://api.card-gorilla.com:8080/storage/card/1222/card_img/21086/1222card.png,18000,0,40,VISA,,
1223,한화손해보험카젠 삼성애니패스포인트카드,삼성카드,https://api.card-gorilla.com:8080/storage/card/1223/card_img/21085/1223card.png,8000,10000,30,Mastercard,,
1225,KB국민 윙크카드,KB국민카드,https://api.card-gorilla.com:8080/storage/card/1225/card_img/21083/1225card.png,20000,20000,50,Mastercard,,
1226,롯데청주영플 체크카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1226/card_img/21082/1226card.jpg,0,0,0,VISA,,
1227,한국투자증권CMA 삼성체크카드,삼성카드,https://api.card-gorilla.com:8080/storage/card/1227/card_img/21081/1227card.png,0,0,30,VISA,,
1228,하이증권CMA 삼성체크카드,삼성카드,https://api.card-gorilla.com:8080/storage/card/1228/card_img/21080/1228card.png,0,0,30,VISA,,
1229,kt M mobile카드,KB국민카드,https://api.card-gorilla.com:8080/storage/card/1229/card_img/21079/1229card.png,15000,0,30,Mastercard,,
1230,LGU＋ 심플라이트카드,KB국민카드,https://api.card-gorilla.com:8080/storage/card/1230/card_img/21078/1230card.png,15000,0,30,Mastercard,,
1231,BNK 2030 플래티늄카드(골드),BNK부산은행,https://api.card-gorilla.com:8080/storage/card/1231/card_img/21077/1231card.png,68000,0,40,VISA,,
1233,LG전자 KB국민카드,KB국민카드,https://api.card-gorilla.com:8080/storage/card/1233/card_img/21075/1233card.png,15000,0,30,Mastercard,,
1235,테크노마트 삼성빅앤빅카드,삼성카드,https://api.card-gorilla.com:8080/storage/card/1235/card_img/21073/1235card.png,20000,0,30,AMEX,,
1236,BNK카드,BNK부산은행,https://api.card-gorilla.com:8080/storage/card/1236/card_img/21072/1236card.png,10000,0,0,Mastercard,,
1238,동부화재 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1238/card_img/21070/1238card.jpg,5000,10000,0,VISA,,
1239,롯데카드 웨어러블(로카&로카박스/피겨),롯데카드,https://api.card-gorilla.com:8080/storage/card/1239/card_img/21069/1239card.png,3000,3500,0,VISA,,
1240,STARTLUCK 카드,KB국민카드,https://api.card-gorilla.com:8080/storage/card/1240/card_img/21068/1240card.png,3000,5000,10,VISA,,
1242,스피킹맥스 하나카드,하나카드,https://api.card-gorilla.com:8080/storage/card/1242/card_img/21066/1242card.png,20000,20000,10,Mastercard,,
1243,U＋ 알뜰모바일카드,KB국민카드,https://api.card-gorilla.com:8080/storage/card/1243/card_img/21065/1243card.png,15000,0,30,Mastercard,,
1244,롯데카드 웨어러블(포인트 먹보),롯데카드,https://api.card-gorilla.com:8080/storage/card/1244/card_img/21064/1244card.png,3000,3500,0,VISA,,
1245,동원몰포인트플러스 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1245/card_img/21063/1245card.jpg,5000,7000,0,Mastercard,,
1246,소노시즌 하나카드,하나카드,https://api.card-gorilla.com:8080/storage/card/1246/card_img/21062/1246card.png,25000,25000,0,AMEX,,
1247,kt family 카드,우리카드,https://api.card-gorilla.com:8080/storage/card/1247/card_img/21061/1247card.png,10000,0,30,BC Global,,
1248,바디프랜드 하나카드,하나카드,https://api.card-gorilla.com:8080/storage/card/1248/card_img/21060/1248card.png,12000,0,30,JCB,,
1249,SDU-V Family 카드,우리카드,https://api.card-gorilla.com:8080/storage/card/1249/card_img/21059/1249card.png,5000,0,30,Mastercard,,
1250,롯데캐슬라이프 카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1250/card_img/21058/1250card.jpg,7000,12000,30,VISA,,
1251,연세동문V카드(LIFE CARE),우리카드,https://api.card-gorilla.com:8080/storage/card/1251/card_img/21057/1251card.png,5000,0,30,VISA,,
1252,연세동문V카드(ASIANA),우리카드,https://api.card-gorilla.com:8080/storage/card/1252/card_img/21056/1252card.png,5000,0,0,VISA,,
1253,랭킹닭컴 하나카드,하나카드,https://api.card-gorilla.com:8080/storage/card/1253/card_img/21055/1253card.png,15000,0,30,Mastercard,,
1254,에코마일리지 우리체크카드,우리카드,https://api.card-gorilla.com:8080/storage/card/1254/card_img/21054/1254card.png,0,0,30,BC,,
1255,우리 한국장학재단(KOSAF) 체크카드,우리카드,https://api.card-gorilla.com:8080/storage/card/1255/card_img/21053/1255card.png,0,0,0,Mastercard,,
1256,카드의정석 U+알뜰모바일 CHECK,우리카드,https://api.card-gorilla.com:8080/storage/card/1256/card_img/21051/1256card.png,0,0,30,VISA,,
1257,화물차유류구매카드(개인체크),우리카드,https://api.card-gorilla.com:8080/storage/card/1257/card_img/21050/1257card.png,0,0,0,BC,,
1258,OK캐쉬백 썸(SUM)타는 우리체크카드,우리카드,https://api.card-gorilla.com:8080/storage/card/1258/card_img/21049/1258card.png,0,0,25,BC,,
1259,LGU+ 라서즐거운 체크카드,우리카드,https://api.card-gorilla.com:8080/storage/card/1259/card_img/21048/1259card.png,0,0,30,Mastercard,,
1260,우리성당 체크카드,우리카드,https://api.card-gorilla.com:8080/storage/card/1260/card_img/21047/1260card.png,0,0,30,VISA,,
1261,우리 국민연금증체크카드,우리카드,https://api.card-gorilla.com:8080/storage/card/1261/card_img/21046/1261card.png,0,0,0,BC,,
1262,POP 우리V체크카드,우리카드,https://api.card-gorilla.com:8080/storage/card/1262/card_img/21045/1262card.png,0,0,20,VISA,,
1263,태평백화점 삼성티클래스카드,삼성카드,https://api.card-gorilla.com:8080/storage/card/1263/card_img/21044/1263card.png,20000,0,30,Mastercard,,
1264,태평백화점 삼성애니패스포인트카드,삼성카드,https://api.card-gorilla.com:8080/storage/card/1264/card_img/21043/1264card.png,12000,0,30,Mastercard,,
1265,코레일멤버십이마트 삼성티클래스카드,삼성카드,https://api.card-gorilla.com:8080/storage/card/1265/card_img/21042/1265card.png,20000,0,30,VISA,,
1266,코레일멤버십 삼성티클래스카드,삼성카드,https://api.card-gorilla.com:8080/storage/card/1266/card_img/21041/1266card.png,20000,0,30,VISA,,
1268,코레일멤버십이마트 삼성지엔미포인트카드,삼성카드,https://api.card-gorilla.com:8080/storage/card/1268/card_img/21039/1268card.png,12000,0,30,VISA,,
1269,패밀리클럽 플래티넘 위버스카이 카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1269/card_img/21038/1269card.jpg,150000,0,0,AMEX,,
1270,프리미엄 렌탈DC 쿠쿠FreeMembership롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1270/card_img/21037/1270card.jpg,12000,15000,30,Mastercard,,
1271,코레일멤버십 삼성지엔미포인트카드,삼성카드,https://api.card-gorilla.com:8080/storage/card/1271/card_img/21036/1271card.png,12000,0,30,VISA,,
1272,프리미엄 렌탈DC 청호나이스 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1272/card_img/21035/1272card.jpg,12000,15000,30,Mastercard,,
1273,프리미엄 렌탈DC 바디프랜드 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1273/card_img/21034/1273card.jpg,12000,15000,30,Mastercard,,
1274,프리미엄 렌탈DC 모두렌탈 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1274/card_img/21033/1274card.jpg,12000,15000,30,Mastercard,,
1275,프리미엄 렌탈DC SK매직 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1275/card_img/21032/1275card.jpg,12000,15000,30,Mastercard,,
1276,프리미엄 렌탈DC CJ온스타일 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1276/card_img/21031/1276card.png,12000,15000,30,Mastercard,,
1277,드림미즈 롯데포인트플러스 카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/1277/card_img/21030/1277card.jpg,5000,7000,20,VISA,,
1278,국민행복카드,BNK부산은행,https://api.card-gorilla.com:8080/storage/card/1278/card_img/21029/1278card.png,0,0,0,BC,,
1279,딩딩 체크카드,BNK부산은행,https://api.card-gorilla.com:8080/storage/card/1279/card_img/21028/1279card.png,1000,0,20,BC,,
1280,국기원 단증 체크카드,우리카드,https://api.card-gorilla.com:8080/storage/card/1280/card_img/21027/1280card.png,0,0,25,Mastercard,,
1281,코레일멤버십 삼성애니패스포인트카드,삼성카드,https://api.card-gorilla.com:8080/storage/card/1281/card_img/21026/1281card.png,12000,0,30,VISA,,
1282,코레일멤버십 삼성애니패스카드,삼성카드,https://api.card-gorilla.com:8080/storage/card/1282/card_img/21025/1282card.png,10000,0,30,VISA,,
1283,코레일멤버십 삼성플래티늄카드,삼성카드,https://api.card-gorilla.com:8080/storage/card/1283/card_img/21023/1283card.png,120000,0,30,VISA,,
1284,뇌새김 하나카드,하나카드,https://api.card-gorilla.com:8080/storage/card/1284/card_img/21022/1284card.png,15000,0,30,VISA,,
1285,넥슨 메이플스토리 하나BC 체크카드,하나카드,https://api.card-gorilla.com:8080/storage/card/1285/card_img/21021/1285card.png,0,0,20,VISA,,
1286,The CJ KB국민카드,KB국민카드,https://api.card-gorilla.com:8080/storage/card/1286/card_img/21020/1286card.png,5000,10000,0,VISA,,
1287,마이존 체크카드,BNK부산은행,https://api.card-gorilla.com:8080/storage/card/1287/card_img/21019/1287card.png,1000,0,20,BC,,
