id,name,brand,image_url,annual_fee1,annual_fee2,record,type,,
541,I’m Wonderful Plus,롯데카드,https://api.card-gorilla.com:8080/storage/card/541/card_img/21245/541card.png,15000,15000,40,Mastercard,,
542,갤러리아 우리카드,우리카드,https://api.card-gorilla.com:8080/storage/card/542/card_img/21246/542card.png,10000,12000,30,VISA,,
543,카드의정석 APT,우리카드,https://api.card-gorilla.com:8080/storage/card/543/card_img/21248/543card.png,15000,15000,40,BC,,
544,카드의정석 APT Platinum,우리카드,https://api.card-gorilla.com:8080/storage/card/544/card_img/21249/544card.png,29000,29000,40,BC,,
545,카드의정석 APT CHECK,우리카드,https://api.card-gorilla.com:8080/storage/card/545/card_img/21251/545card.png,9000,9000,30,BC,,
546,다둥이 행복카드,우리카드,https://api.card-gorilla.com:8080/storage/card/546/card_img/21252/546card.png,0,0,0,VISA,,
548,카드의정석 MILEAGE SKYPASS,우리카드,https://api.card-gorilla.com:8080/storage/card/548/card_img/23980/0548card.png,39000,39000,50,VISA,,
549,아이행복카드,IBK기업은행,https://api.card-gorilla.com:8080/storage/card/549/card_img/21254/549card.png,0,0,30,UnionPay,,
550,에이스플러스체크카드 (벨리미키),SC제일은행,https://api.card-gorilla.com:8080/storage/card/550/card_img/21255/550card.png,0,0,10,BC,,
551,Easy link 티타늄카드,KB국민카드,https://api.card-gorilla.com:8080/storage/card/551/card_img/21256/551card.png,30000,32000,50,Mastercard,,
552,삼성카드 2 V4,삼성카드,https://api.card-gorilla.com:8080/storage/card/552/card_img/21257/552card.png,20000,20000,40,Mastercard,,
553,삼성카드 3 V4,삼성카드,https://api.card-gorilla.com:8080/storage/card/553/card_img/21258/553card.png,20000,20000,40,VISA,,
554,삼성카드 6 V4,삼성카드,https://api.card-gorilla.com:8080/storage/card/554/card_img/21259/554card.png,39000,39000,50,VISA,,
555,삼성카드 4 V4,삼성카드,https://api.card-gorilla.com:8080/storage/card/555/card_img/21260/555card.png,20000,20000,40,VISA,,
556,삼성카드 4 V4 (포인트),삼성카드,https://api.card-gorilla.com:8080/storage/card/556/card_img/21261/556card.png,20000,20000,40,VISA,,
557,삼성카드 5 V4,삼성카드,https://api.card-gorilla.com:8080/storage/card/557/card_img/21262/557card.png,39000,39000,50,Mastercard,,
558,카드의정석 MILEAGE Asiana Club,우리카드,https://api.card-gorilla.com:8080/storage/card/558/card_img/23979/0588card.png,39000,39000,50,VISA,,
559,펭수 노리 체크카드(펭카),KB국민카드,https://api.card-gorilla.com:8080/storage/card/559/card_img/21264/559card.png,0,0,20,VISA,,
560,위 레아카드(아시아나클럽),NH농협카드,https://api.card-gorilla.com:8080/storage/card/560/card_img/21265/560card.png,330000,0,50,Mastercard,,
561,펭수 노리 체크카드(펭모티콘),KB국민카드,https://api.card-gorilla.com:8080/storage/card/561/card_img/21266/561card.png,0,0,20,Mastercard,,
562,올바른 GIVE 카드,NH농협카드,https://api.card-gorilla.com:8080/storage/card/562/card_img/21267/562card.png,23000,25000,0,Mastercard,,
563,위 레아카드(스카이패스),NH농협카드,https://api.card-gorilla.com:8080/storage/card/563/card_img/21270/563card.png,330000,0,50,Mastercard,,
564,위 레아카드(포인트),NH농협카드,https://api.card-gorilla.com:8080/storage/card/564/card_img/21271/564card.png,295000,300000,50,Mastercard,,
565,위 테라카드(스카이패스),NH농협카드,https://api.card-gorilla.com:8080/storage/card/565/card_img/21272/565card.png,530000,0,50,VISA,,
566,위 테라카드(아시아나클럽),NH농협카드,https://api.card-gorilla.com:8080/storage/card/566/card_img/21273/566card.png,530000,0,50,VISA,,
567,위 테라카드(포인트),NH농협카드,https://api.card-gorilla.com:8080/storage/card/567/card_img/21274/567card.png,495000,500000,50,VISA,,
568,부릉 삼성카드 BIZ,삼성카드,https://api.card-gorilla.com:8080/storage/card/568/card_img/28059/568card.png,10000,10000,0,Mastercard,,
570,이로운카드,IBK기업은행,https://api.card-gorilla.com:8080/storage/card/570/card_img/21303/570card.png,10000,10000,30,Mastercard,,
571,어디서나 체크카드,우체국,https://api.card-gorilla.com:8080/storage/card/571/card_img/21304/571card.png,0,0,30,VISA,,
572,포미 하이브리드 체크카드,우체국,https://api.card-gorilla.com:8080/storage/card/572/card_img/21305/572card.png,0,0,30,VISA,,
573,다드림 체크카드,우체국,https://api.card-gorilla.com:8080/storage/card/573/card_img/21306/573card.png,0,0,0,Mastercard,,
574,드림플러스 아시아나 체크카드,우체국,https://api.card-gorilla.com:8080/storage/card/574/card_img/21307/574card.png,0,0,30,Mastercard,,
575,라이프+플러스 체크카드,우체국,https://api.card-gorilla.com:8080/storage/card/575/card_img/21312/575card.png,0,0,30,UnionPay,,
576,young利한(영리한) 체크카드,우체국,https://api.card-gorilla.com:8080/storage/card/576/card_img/21313/576card.png,0,0,20,UnionPay,,
577,네이버페이 신한카드,신한카드,https://api.card-gorilla.com:8080/storage/card/577/card_img/21314/577card.png,27000,30000,0,VISA,,
578,금융포인트리카드,KB국민카드,https://api.card-gorilla.com:8080/storage/card/578/card_img/21317/578card.png,5000,0,0,VISA,,
579,I’m YOLO 플래티넘,롯데카드,https://api.card-gorilla.com:8080/storage/card/579/card_img/21320/579card.png,48000,50000,50,Mastercard,,
580,Easy pick 티타늄 카드,KB국민카드,https://api.card-gorilla.com:8080/storage/card/580/card_img/21321/580card.png,30000,30000,50,Mastercard,,
581,I’m Powerful,롯데카드,https://api.card-gorilla.com:8080/storage/card/581/card_img/21322/581card.png,15000,15000,40,Mastercard,,
582,I’m WONDERFUL platinum,롯데카드,https://api.card-gorilla.com:8080/storage/card/582/card_img/21323/582card.png,35000,35000,30,Mastercard,,
583,우리 K-패스(신용),우리카드,https://api.card-gorilla.com:8080/storage/card/583/card_img/33530/583card.png,13000,15000,30,BC,,
584,우리 K-패스 (COOKIE CHECK),우리카드,https://api.card-gorilla.com:8080/storage/card/584/card_img/33529/584card.png,0,0,20,Mastercard,,
585,행복한 체크카드,우체국,https://api.card-gorilla.com:8080/storage/card/585/card_img/21340/585card.png,0,0,30,Mastercard,,
586,어피치 스윗 체크카드,NH농협카드,https://api.card-gorilla.com:8080/storage/card/586/card_img/21342/586card.png,0,0,30,UnionPay,,
587,모두의 쇼핑,하나카드,https://api.card-gorilla.com:8080/storage/card/587/card_img/21344/587card.png,15000,15000,30,Mastercard,,
588,네이버페이 우리카드 체크,우리카드,https://api.card-gorilla.com:8080/storage/card/588/card_img/21345/588card.png,5000,5000,0,BC,,
589,토스 신용카드,하나카드,https://api.card-gorilla.com:8080/storage/card/589/card_img/21346/589card.png,10000,10000,0,VISA,,
590,카카오뱅크 신한카드,신한카드,https://api.card-gorilla.com:8080/storage/card/590/card_img/21347/590card.png,15000,15000,0,VISA,,
591,카카오뱅크 KB국민카드,KB국민카드,https://api.card-gorilla.com:8080/storage/card/591/card_img/21348/591card.png,15000,15000,50,Mastercard,,
592,카카오뱅크 삼성카드,삼성카드,https://api.card-gorilla.com:8080/storage/card/592/card_img/28060/592card.png,7000,7000,0,VISA,,
593,카카오뱅크 씨티카드,씨티카드,https://api.card-gorilla.com:8080/storage/card/593/card_img/21360/593card.png,6000,7000,30,VISA,,
594,카드의정석 삼성디지털프라자,우리카드,https://api.card-gorilla.com:8080/storage/card/594/card_img/21361/594card.png,20000,20000,30,VISA,,
595,아이파킹 크레딧 카,우리카드,https://api.card-gorilla.com:8080/storage/card/595/card_img/21362/595card.png,15000,18000,30,VISA,,
596,셀리턴 우리카드,우리카드,https://api.card-gorilla.com:8080/storage/card/596/card_img/21363/596card.png,15000,20000,0,VISA,,
597,AK우리카드,우리카드,https://api.card-gorilla.com:8080/storage/card/597/card_img/21364/597card.png,12000,12000,30,VISA,,
598,AK우리카드 VIP,우리카드,https://api.card-gorilla.com:8080/storage/card/598/card_img/21365/598card.png,25000,25000,30,VISA,,
599,AK우리카드 체크,우리카드,https://api.card-gorilla.com:8080/storage/card/599/card_img/21366/599card.png,3000,3000,30,VISA,,
604,씨티 프리미어마일 대한항공,씨티카드,https://api.card-gorilla.com:8080/storage/card/604/card_img/21371/604card.png,120000,0,0,Mastercard,,
605,씨티 프리미어마일 아시아나,씨티카드,https://api.card-gorilla.com:8080/storage/card/605/card_img/21372/605card.png,120000,0,0,Mastercard,,
606,카드의정석 UNTACT,우리카드,https://api.card-gorilla.com:8080/storage/card/606/card_img/21373/606card.png,12000,12000,40,BC,,
607,카드의정석 UNTACT PLATINUM,우리카드,https://api.card-gorilla.com:8080/storage/card/607/card_img/21374/607card.png,25000,25000,40,BC,,
608,현대카드ZERO Edition2(할인형),현대카드,https://api.card-gorilla.com:8080/storage/card/608/card_img/27229/608card.png,10000,10000,0,VISA,,
610,현대카드ZERO Edition2(포인트형),현대카드,https://api.card-gorilla.com:8080/storage/card/610/card_img/27232/608card.png,10000,10000,0,VISA,,
611,현대카드ZERO MOBILE Edition2(포인트형),현대카드,https://api.card-gorilla.com:8080/storage/card/611/card_img/27231/608card.png,10000,10000,0,VISA,,
612,펫블리(PETvely) 카드,NH농협카드,https://api.card-gorilla.com:8080/storage/card/612/card_img/21379/612card.png,23000,25000,30,Mastercard,,
613,신한카드 YaY,신한카드,https://api.card-gorilla.com:8080/storage/card/613/card_img/21380/613card.gif,23000,26000,50,VISA,,
614,위글위글 첵첵 체크카드,KB국민카드,https://api.card-gorilla.com:8080/storage/card/614/card_img/21381/614card.png,0,0,30,VISA,,
615,Easy ring 티타늄카드,KB국민카드,https://api.card-gorilla.com:8080/storage/card/615/card_img/21382/615card.png,30000,30000,50,Mastercard,,
616,다이소 삼성카드,삼성카드,https://api.card-gorilla.com:8080/storage/card/616/card_img/28061/616card.png,8000,8000,0,VISA,,
617,카드의정석 UniMile in JEJU,우리카드,https://api.card-gorilla.com:8080/storage/card/617/card_img/21384/617card.png,15000,15000,30,BC,,
618,신한카드 Hey Young 체크,신한카드,https://api.card-gorilla.com:8080/storage/card/618/card_img/21385/618card.png,0,0,20,VISA,,
620,LOCA CLASSIC,롯데카드,https://api.card-gorilla.com:8080/storage/card/620/card_img/21386/620card.png,20000,20000,150,Mastercard,,
621,LOCA for Auto,롯데카드,https://api.card-gorilla.com:8080/storage/card/621/card_img/21387/621card.png,20000,20000,150,Mastercard,,
623,LOCA for Edu,롯데카드,https://api.card-gorilla.com:8080/storage/card/623/card_img/21389/623card.png,20000,20000,150,Mastercard,,
624,LOCA for Health,롯데카드,https://api.card-gorilla.com:8080/storage/card/624/card_img/21390/624card.png,20000,20000,150,Mastercard,,
626,LOCA PLATINUM 할인형,롯데카드,https://api.card-gorilla.com:8080/storage/card/626/card_img/29021/626card.png,100000,100000,150,Mastercard,,
627,LOCA PLATINUM 마일리지형,롯데카드,https://api.card-gorilla.com:8080/storage/card/627/card_img/29022/627card.png,100000,100000,0,Mastercard,,
628,카드의정석 POINT CHECK x 아기상어,우리카드,https://api.card-gorilla.com:8080/storage/card/628/card_img/21394/628card.png,0,0,30,VISA,,
629,[IBK] 그린카드v2,IBK기업은행,https://api.card-gorilla.com:8080/storage/card/629/card_img/21395/629card.png,10000,0,20,VISA,,
630,Easy all 카드,KB국민카드,https://api.card-gorilla.com:8080/storage/card/630/card_img/21396/630card.png,20000,20000,50,VISA,,
631,[NH농협] 그린카드v2,NH농협카드,https://api.card-gorilla.com:8080/storage/card/631/card_img/21397/631card6.png,10000,12000,20,Mastercard,,
632,[DGB대구] 그린카드v2,DGB대구은행,https://api.card-gorilla.com:8080/storage/card/632/card_img/21398/632card.png,10000,12000,40,BC,,
633,[BNK부산] 그린카드v2,BNK부산은행,https://api.card-gorilla.com:8080/storage/card/633/card_img/21399/633card.png,10000,12000,40,BC,,
634,Easy all 티타늄카드,KB국민카드,https://api.card-gorilla.com:8080/storage/card/634/card_img/21400/634card.png,30000,30000,50,VISA,,
635,올바른 NEW HAVE카드,NH농협카드,https://api.card-gorilla.com:8080/storage/card/635/card_img/28872/635card.png,12000,12000,0,Mastercard,,
636,올바른 NEW HAVE+카드,NH농협카드,https://api.card-gorilla.com:8080/storage/card/636/card_img/21402/636card.png,23000,25000,0,Mastercard,,
638,신한 슈퍼SOL 체크,신한카드,https://api.card-gorilla.com:8080/storage/card/638/card_img/32199/638card.png,0,0,30,Mastercard,,
639,Deep On 체크,신한카드,https://api.card-gorilla.com:8080/storage/card/639/card_img/21404/639card.png,0,0,0,Mastercard,,
642,신한카드 Global Air 스카이패스 체크,신한카드,https://api.card-gorilla.com:8080/storage/card/642/card_img/21406/642card.png,10000,10000,20,VISA,,
643,신한카드 Global Air 아시아나 체크,신한카드,https://api.card-gorilla.com:8080/storage/card/643/card_img/21407/643card.png,10000,10000,20,VISA,,
644,JYP Fan’s EDM 체크,신한카드,https://api.card-gorilla.com:8080/storage/card/644/card_img/21408/644card.png,0,0,20,Mastercard,,
645,L.pay 신한카드 체크,신한카드,https://api.card-gorilla.com:8080/storage/card/645/card_img/21409/645card.png,0,0,0,VISA,,
646,신한카드 Deep Dream 체크(미니언즈),신한카드,https://api.card-gorilla.com:8080/storage/card/646/card_img/21410/646card.png,0,0,0,VISA,,
649,마이핏카드(적립형),KB국민카드,https://api.card-gorilla.com:8080/storage/card/649/card_img/21412/649card.png,30000,30000,50,Mastercard,,
650,마이핏카드(할인형),KB국민카드,https://api.card-gorilla.com:8080/storage/card/650/card_img/21413/650card.png,10000,10000,30,Mastercard,,
652,올바른 OIL&PASS,NH농협카드,https://api.card-gorilla.com:8080/storage/card/652/card_img/21415/652card.png,13000,15000,40,Mastercard,,
653,Air Money(에어머니)카드,NH농협카드,https://api.card-gorilla.com:8080/storage/card/653/card_img/21416/653card.png,15000,15000,0,UnionPay,,
654,올바른 MYPICK 카드,NH농협카드,https://api.card-gorilla.com:8080/storage/card/654/card_img/21417/654card.png,13000,13000,40,VISA,,
655,Daily With(데일리위드)카드,IBK기업은행,https://api.card-gorilla.com:8080/storage/card/655/card_img/21418/655card.png,10000,12000,50,BC,,
656,카드의 정석 SSO3 NEW-TRO CHECK,우리카드,https://api.card-gorilla.com:8080/storage/card/656/card_img/21419/656card.png,0,0,30,BC,,
657,taptap DIGITAL,삼성카드,https://api.card-gorilla.com:8080/storage/card/657/card_img/27715/657card.png,10000,10000,30,Mastercard,,
658,taptap DRIVE,삼성카드,https://api.card-gorilla.com:8080/storage/card/658/card_img/27733/0658card.png,10000,10000,30,VISA,,
659,taptap SHOPPING,삼성카드,https://api.card-gorilla.com:8080/storage/card/659/card_img/27716/659card.png,10000,10000,30,Mastercard,,
660,LIKIT FUN+ 카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/660/card_img/21423/660card.png,15000,15000,40,Mastercard,,
661,카드의정석 UNTACT AIR,우리카드,https://api.card-gorilla.com:8080/storage/card/661/card_img/21424/661card.png,15000,15000,50,BC,,
662,삼성페이카드,삼성카드,https://api.card-gorilla.com:8080/storage/card/662/card_img/28102/662card.png,15000,15000,0,Mastercard,,
664,New PAYCO 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/664/card_img/21429/664card.png,15000,15000,0,VISA,,
665,위메프페이 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/665/card_img/21430/665card.png,20000,20000,0,VISA,,
666,올바른 FLEX 카드,NH농협카드,https://api.card-gorilla.com:8080/storage/card/666/card_img/21431/666card.png,10000,12000,30,VISA,,
667,모두의 건강,하나카드,https://api.card-gorilla.com:8080/storage/card/667/card_img/21432/667card.png,15000,15000,30,VISA,,
668,go 캐시백 글로벌 체크카드,우체국,https://api.card-gorilla.com:8080/storage/card/668/card_img/32465/668card.png,0,0,30,Mastercard,,
669,케이뱅크 플러스 체크카드,케이뱅크,https://api.card-gorilla.com:8080/storage/card/669/card_img/21434/669card.png,0,0,0,VISA,,
670,카카오페이 신한 콘 체크카드,신한카드,https://api.card-gorilla.com:8080/storage/card/670/card_img/21435/670card.png,0,0,0,Mastercard,,
671,BLISS.7 카드(마일리지),IBK기업은행,https://api.card-gorilla.com:8080/storage/card/671/card_img/21436/671card.png,200000,0,0,VISA,,
672,BLISS.7 카드(포인트),IBK기업은행,https://api.card-gorilla.com:8080/storage/card/672/card_img/21437/672card.png,190000,0,0,VISA,,
674,IBK무민카드(체크),IBK기업은행,https://api.card-gorilla.com:8080/storage/card/674/card_img/21439/674card.png,0,0,30,BC,,
675,Air Money(에어머니)체크,NH농협카드,https://api.card-gorilla.com:8080/storage/card/675/card_img/21440/675card.png,0,0,0,VISA,,
676,올리 POINT 체크,NH농협카드,https://api.card-gorilla.com:8080/storage/card/676/card_img/21441/676card.png,0,0,0,Mastercard,,
677,배달의민족 비장의카드 V.2,우리카드,https://api.card-gorilla.com:8080/storage/card/677/card_img/21442/677card.png,3000,3000,30,VISA,,
678,신한카드 The More(더모아),신한카드,https://api.card-gorilla.com:8080/storage/card/678/card_img/21443/678card.png,15000,18000,30,VISA,,
679,샘 쏘영 체크카드,KB국민카드,https://api.card-gorilla.com:8080/storage/card/679/card_img/21444/679card.png,0,0,5,UnionPay,,
681,SSG.COM 삼성카드,삼성카드,https://api.card-gorilla.com:8080/storage/card/681/card_img/28062/681card.png,15000,15000,0,Mastercard,,
682,American Express Blue(아멕스블루),삼성카드,https://api.card-gorilla.com:8080/storage/card/682/card_img/21447/682card.png,15000,0,30,AMEX,,
683,TEENS(틴즈) PLUS PONEY 신한카드 체크,신한카드,https://api.card-gorilla.com:8080/storage/card/683/card_img/21448/683card.png,0,0,10,VISA,,
684,리틀프렌즈 체크카드,하나카드,https://api.card-gorilla.com:8080/storage/card/684/card_img/21449/684card.png,0,0,10,VISA,,
685,하이틴즈 체크카드,IBK기업은행,https://api.card-gorilla.com:8080/storage/card/685/card_img/21450/685card.png,0,0,10,BC,,
688,카드의정석 POINT CHECK x 핑크퐁,우리카드,https://api.card-gorilla.com:8080/storage/card/688/card_img/22161/688card.png,0,0,30,VISA,,
689,해외에선 체크카드,KB국민카드,https://api.card-gorilla.com:8080/storage/card/689/card_img/22162/689card.png,0,0,30,Mastercard,,
690,모두의 일상 체크카드,하나카드,https://api.card-gorilla.com:8080/storage/card/690/card_img/22163/690card.png,0,0,0,Mastercard,,
691,요기요 삼성카드,삼성카드,https://api.card-gorilla.com:8080/storage/card/691/card_img/27717/691card.png,10000,10000,0,Mastercard,,
692,요기요 신한카드,신한카드,https://api.card-gorilla.com:8080/storage/card/692/card_img/22165/692card.png,24000,27000,50,Mastercard,,
693,신한카드 MY CAR,신한카드,https://api.card-gorilla.com:8080/storage/card/693/card_img/22167/693card.png,27000,30000,40,Mastercard,,
696,카드의정석 US,우리카드,https://api.card-gorilla.com:8080/storage/card/696/card_img/22170/696card.png,15000,15000,30,BC,,
697,탄탄대로 Biz 카드,KB국민카드,https://api.card-gorilla.com:8080/storage/card/697/card_img/22171/697card.png,15000,15000,40,Mastercard,,
698,신한카드 Finnq(핀크) 체크,신한카드,https://api.card-gorilla.com:8080/storage/card/698/card_img/22172/698card.png,0,0,0,VISA,,
699,톡톡 with카드,KB국민카드,https://api.card-gorilla.com:8080/storage/card/699/card_img/22173/699card.png,12000,12000,40,VISA,,
706,LOCA MONEY,롯데카드,https://api.card-gorilla.com:8080/storage/card/706/card_img/22180/706card.png,20000,20000,0,VISA,,
707,LOCA 100,롯데카드,https://api.card-gorilla.com:8080/storage/card/707/card_img/22181/707card.png,20000,20000,75,VISA,,
710,MULTI On(멀티 온) 카드,하나카드,https://api.card-gorilla.com:8080/storage/card/710/card_img/22184/710card.png,12000,12000,0,VISA,,
711,MULTI Living(멀티 리빙) 카드,하나카드,https://api.card-gorilla.com:8080/storage/card/711/card_img/22185/711card.png,12000,12000,40,VISA,,
712,신한카드 국민행복,신한카드,https://api.card-gorilla.com:8080/storage/card/712/card_img/22186/712card.png,0,0,30,VISA,,
713,신한카드 국민행복 체크,신한카드,https://api.card-gorilla.com:8080/storage/card/713/card_img/22187/713card.png,0,0,30,VISA,,
714,MULTI Oil(멀티 오일) 카드,하나카드,https://api.card-gorilla.com:8080/storage/card/714/card_img/22188/714card.png,15000,15000,40,VISA,,
715,MULTI Young(멀티 영) 카드,하나카드,https://api.card-gorilla.com:8080/storage/card/715/card_img/22189/715card.png,12000,12000,20,VISA,,
716,메리어트 본보이™ 더 베스트 신한카드,신한카드,https://api.card-gorilla.com:8080/storage/card/716/card_img/22190/716card.png,264000,267000,0,VISA,,
717,그랑블루 1st,우리카드,https://api.card-gorilla.com:8080/storage/card/717/card_img/22191/717card.png,100000,100000,0,BC,,
718,국민행복 삼성카드 V2,삼성카드,https://api.card-gorilla.com:8080/storage/card/718/card_img/28063/718card.png,0,0,0,Mastercard,,
719,WON DISCOUNT(원 디스카운트) AIR,우리카드,https://api.card-gorilla.com:8080/storage/card/719/card_img/22193/719card.png,10000,10000,50,BC,,
720,WON POINT(원 포인트) AIR,우리카드,https://api.card-gorilla.com:8080/storage/card/720/card_img/22194/720card.png,10000,10000,30,VISA,,
721,국민행복카드 S2,우리카드,https://api.card-gorilla.com:8080/storage/card/721/card_img/22195/721card.png,0,0,30,BC,,
722,국민행복 체크카드 S2,우리카드,https://api.card-gorilla.com:8080/storage/card/722/card_img/22196/722card.png,0,0,30,BC,,
723,IBK무민카드(신용),IBK기업은행,https://api.card-gorilla.com:8080/storage/card/723/card_img/22197/723card.png,10000,10000,50,BC,,
725,새로이 체크카드,KB국민카드,https://api.card-gorilla.com:8080/storage/card/725/card_img/22199/725card.png,0,0,30,UnionPay,,
726,알뜰폰 Hub 카드,KB국민카드,https://api.card-gorilla.com:8080/storage/card/726/card_img/22200/726card.png,20000,20000,50,UnionPay,,
727,알뜰폰 Hub Ⅱ 카드,KB국민카드,https://api.card-gorilla.com:8080/storage/card/727/card_img/22201/727card.png,15000,15000,30,Mastercard,,
728,언택트 L 하나카드,하나카드,https://api.card-gorilla.com:8080/storage/card/728/card_img/22202/728card.png,10000,10000,30,AMEX,,
729,삼성스토어 BENEFIT 삼성카드,삼성카드,https://api.card-gorilla.com:8080/storage/card/729/card_img/28578/729card.png,20000,20000,30,Mastercard,,
734,MULTI Global(멀티 글로벌) 카드,하나카드,https://api.card-gorilla.com:8080/storage/card/734/card_img/22208/734card.png,12000,12000,30,VISA,,
735,커피빈 신용카드,KB국민카드,https://api.card-gorilla.com:8080/storage/card/735/card_img/22209/735card.png,20000,20000,50,VISA,,
736,American Express® Reserve,삼성카드,https://api.card-gorilla.com:8080/storage/card/736/card_img/28065/736card.png,150000,0,0,AMEX,,
737,American Express® Gold,삼성카드,https://api.card-gorilla.com:8080/storage/card/737/card_img/28066/737card.png,300000,300000,0,AMEX,,
742,알뜰교통카드,신한카드,https://api.card-gorilla.com:8080/storage/card/742/card_img/28951/742card.png,12000,0,30,Mastercard,,
743,알뜰교통카드 S20 체크,신한카드,https://api.card-gorilla.com:8080/storage/card/743/card_img/28952/743card.png,0,0,20,Mastercard,,
744,IKEA(이케아) Family with 신한카드,신한카드,https://api.card-gorilla.com:8080/storage/card/744/card_img/22218/744card.png,15000,18000,30,VISA,,
745,알뜰교통 my pass 마패 신용카드(Hana-BC),하나카드,https://api.card-gorilla.com:8080/storage/card/745/card_img/27829/745card.png,17000,0,50,Mastercard,,
746,알뜰교통 비바 e 플래티늄 체크카드,하나카드,https://api.card-gorilla.com:8080/storage/card/746/card_img/27830/746card.png,0,0,25,VISA,,
747,Liiv M Ⅱ 카드,KB국민카드,https://api.card-gorilla.com:8080/storage/card/747/card_img/22221/747card.png,15000,15000,30,Mastercard,,
748,이지캐시백,IBK기업은행,https://api.card-gorilla.com:8080/storage/card/748/card_img/22222/748card.png,0,0,0,BC,,
749,VIVA X 체크카드,하나카드,https://api.card-gorilla.com:8080/storage/card/749/card_img/22223/749card.png,0,0,0,Mastercard,,
750,하나 국민행복 체크카드,하나카드,https://api.card-gorilla.com:8080/storage/card/750/card_img/22224/750card.png,0,0,25,VISA,,
754,국민행복 삼성체크카드 V2,삼성카드,https://api.card-gorilla.com:8080/storage/card/754/card_img/28067/754card.png,0,0,30,Mastercard,,
758,다이소 신한카드,신한카드,https://api.card-gorilla.com:8080/storage/card/758/card_img/22232/758card.png,10000,13000,30,VISA,,
759,다이소 신한카드 체크,신한카드,https://api.card-gorilla.com:8080/storage/card/759/card_img/22233/759card.png,0,0,20,Mastercard,,
760,Young Youth 체크카드,KB국민카드,https://api.card-gorilla.com:8080/storage/card/760/card_img/22234/760card.png,0,0,5,Mastercard,,
761,Hole In:WON(홀인원) 카드,우리카드,https://api.card-gorilla.com:8080/storage/card/761/card_img/22235/761card.png,49000,49000,50,BC,,
766,몰테일 플러스 하나카드,하나카드,https://api.card-gorilla.com:8080/storage/card/766/card_img/22240/766card.png,15000,15000,0,Mastercard,,
767,go 캐시백 글로벌 하이브리드,우체국,https://api.card-gorilla.com:8080/storage/card/767/card_img/32466/767card.png,0,0,30,Mastercard,,
768,Green Wave 1.5℃카드,KB국민카드,https://api.card-gorilla.com:8080/storage/card/768/card_img/22242/768card.png,15000,15000,40,Mastercard,,
770,그린재킷 체크카드,KB국민카드,https://api.card-gorilla.com:8080/storage/card/770/card_img/22244/770card.png,0,0,30,VISA,,
771,L.pay 롯데카드 Ⅱ,롯데카드,https://api.card-gorilla.com:8080/storage/card/771/card_img/22245/771card.png,10000,10000,30,VISA,,
772,BLISS.5 카드(마일리지),IBK기업은행,https://api.card-gorilla.com:8080/storage/card/772/card_img/22246/772card.png,95000,0,30,VISA,,
773,BLISS.5 카드(포인트),IBK기업은행,https://api.card-gorilla.com:8080/storage/card/773/card_img/22247/773card.png,95000,0,30,VISA,,
774,쿠팡 롯데카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/774/card_img/22248/774card.png,5000,10000,20,VISA,,
775,해피포인트 우리체크 V.2,우리카드,https://api.card-gorilla.com:8080/storage/card/775/card_img/22249/775card.png,0,0,0,VISA,,
776,홈플러스 삼성카드,삼성카드,https://api.card-gorilla.com:8080/storage/card/776/card_img/28069/776card.png,15000,15000,0,VISA,,
777,카드의정석 L.POINT,우리카드,https://api.card-gorilla.com:8080/storage/card/777/card_img/22251/777card.png,10000,12000,30,BC,,
778,GS SHOP KB국민카드,KB국민카드,https://api.card-gorilla.com:8080/storage/card/778/card_img/22252/778card.png,25000,25000,40,VISA,,
779,위메프페이 신용카드,KB국민카드,https://api.card-gorilla.com:8080/storage/card/779/card_img/22253/779card.png,20000,20000,0,Mastercard,,
780,삼성카드 BIZ LEADERS,삼성카드,https://api.card-gorilla.com:8080/storage/card/780/card_img/28070/780card.png,20000,20000,0,Mastercard,,
781,IBK hi 카드,IBK기업은행,https://api.card-gorilla.com:8080/storage/card/781/card_img/21761/781card.jpg,2000,4000,20,VISA,,
782,SC제일은행 글로벌 삼성체크카드,삼성카드,https://api.card-gorilla.com:8080/storage/card/782/card_img/21760/782card.png,1000,0,0,Mastercard,,
783,SSG.COM카드,현대카드,https://api.card-gorilla.com:8080/storage/card/783/card_img/21759/783card.png,20000,20000,30,VISA,,
784,LG U+ 삼성카드,삼성카드,https://api.card-gorilla.com:8080/storage/card/784/card_img/33132/784card.png,20000,20000,30,VISA,,
785,KT 삼성카드,삼성카드,https://api.card-gorilla.com:8080/storage/card/785/card_img/28072/785card.png,20000,20000,30,Mastercard,,
788,CJ ONE 삼성카드,삼성카드,https://api.card-gorilla.com:8080/storage/card/788/card_img/28073/788card.png,8000,10000,20,VISA,,
789,이마트 e카드 Edition2,현대카드,https://api.card-gorilla.com:8080/storage/card/789/card_img/21753/789card.png,20000,20000,0,Mastercard,,
790,V Street 카드,롯데카드,https://api.card-gorilla.com:8080/storage/card/790/card_img/21752/790card.png,10000,9000,40,AMEX,,
791,코스트코 리워드 비즈니스 현대카드,현대카드,https://api.card-gorilla.com:8080/storage/card/791/card_img/21751/791card.png,10000,10000,0,VISA,,
