id,title,content,card_id
1,쇼핑,백화점/할인점/홈쇼핑·온라인몰 1.0~5.0% 적립,1
2,모든가맹점,"전국 가맹점 0.2~2.0% 적립
해외 가맹점 1~5% 적립",1
3,주유,"S-OIL, 에이치디현대오일뱅크 주유 시 리터 당 60원 적립",1
4,금융,"신한투자증권 CMA 결제계좌 0.2% 추가 적립
마이신한포인트 가맹점 추가 적립",1
5,통신,SK텔레콤/KT/LG U+ 이동통신요금 1.0~5.0% 적립,1
6,기타,무이자/영화/테마파크,1
7,적립,포인트 적립상세 및 포인트 사용 안내,1
8,쇼핑,"국내 유명 백화점, 할인점, 온라인 쇼핑몰 최대 5% 할인",2
9,푸드,"국내 유명 패밀리레스토랑, 커피 20~30% 할인",2
10,주유,GS칼텍스 리터당 60원 할인,2
11,영화/문화,"CGV, YES24 영화 예매시 최대 7,000원 할인",2
12,적립,신한카드 Love포인트 적립 및 사용,2
13,레저/스포츠,주요 놀이공원 30~50% 할인 및 스포츠 할인 서비스,2
14,영화/문화,"프로야구, 프로농구 할인 서비스",2
15,기타,통합할인한도,2
16,쇼핑,"3대 백화점(롯데,신세계,현대) 및 롯데마트 5% 결제일 할인",3
17,푸드,국내 유명 패밀리 레스토랑 및 커피 최대 20% 할인,3
18,영화/문화,"맥스무비, 인터파크 YES24 예매시 1,500원 할인",3
19,주유,S-OIL 주유 시 리터 당 60원 적립,3
20,교육/육아,"베이비 프리미엄 제품 전문쇼핑몰 「쁘띠엘린스토어」
오프라인 매장 15%, 온라인몰 20% 할인",3
21,테마파크,주요 놀이공원 최대 50% 할인,3
22,통신,"이동통신요금 자동이체 시 2% 결제일 할인(SKT, KT, LGT)",3
23,레저/스포츠,스포츠 관람 할인 서비스,3
24,주유,전국 SK주유소에서 주유 시 리터당 100원 할인,4
25,교통,"버스, 지하철, 택시 최고 3~7% 할인",4
26,무이자할부,"3대 백화점(롯데,현대,신세계) 3개월 무이자 할부",4
27,테마파크,주요 놀이공원 30~50% 할인,4
28,영화/문화,"맥스무비, 인터파크, YES24 영화 할인",4
29,헤어,헤어 15~20% 할인,4
30,레저/스포츠,"LG트윈스 정규시즌 홈경기 전석 본인 2,000원 할인(일 1회)",4
31,여행/숙박,"신한카드 여행전용사이트, 신한카드 여행서비스",4
32,주유,전국 GS칼텍스 주유 시 리터당 100원 할인,5
33,교통,"버스, 지하철, 택시 최고 7% 할인",5
34,쇼핑,YES24 3% 할인 등 쇼핑할인,5
35,영화/문화,"맥스무비, 인터파크 YES24 예매시 1,500원 할인",5
36,레저/스포츠,주요 놀이공원 최대 50% 할인 및 스포츠 할인 서비스,5
37,여행/숙박,"신한카드 여행전용사이트, 신한카드 여행서비스",5
38,뷰티/피트니스,미용업종 15%~20% 할인 및 기타 할인 및 우대 서비스,5
39,프리미엄,비자 플래티늄 서비스 제공,5
40,선택형,"Cube 선택서비스 - 선택서비스 3개, 5% 할인",6
41,할인,잔돈할인,6
42,적립,"생활 친화 가맹점 포인트 1% 포인트 적립
3개월 연속 이용 추가 포인트 적립",7
43,교통,"버스, 지하철 후불 교통 이용 금액 일 200원 할인",7
44,영화/문화,CGV 영화 예매 최대 4천원 결제일 할인,7
45,카페/디저트,스타벅스 음료 최대 4천원 할인,7
46,테마파크,주요 놀이공원 30~50% 할인,7
47,프리미엄,"신한카드 gallery S 서비스
S& 브랜드 특화 서비스",7
48,선택형,Gift Option Service - 매년 1회 옵션 품목 중 한 가지를 선택하여 이용,8
49,모든가맹점,"일시불/할부 이용금액의 0.7% 마이신한포인트 적립
해외, 명품 아울렛(신세계/롯데), 면세점, 골프 업종 이용 시 5% 마이신한포인트 적립",8
50,주유,GS칼텍스 주유 시 리터당 60원 결제일 할인,8
51,생활,커피/제과/택시/화장품/영화 5% 할인,8
52,면세점,제주 JDC 면세점 이용 시 8% 할인,8
53,항공,진에어 국제선 항공권 결제일 할인,8
54,영화/문화,오디오 가이드 및 오페라 글라스 무료 이용 서비스,8
55,프리미엄,국제브랜드사 서비스 공통사항 안내,8
56,교통,"버스, 지하철 후불 교통 이용 금액 일 200원 ~ 일 600원 할인",10
57,교육/육아,택시/KTX 이용 금액 10% 할인,10
58,쇼핑,4대 백화점 5% 할인,10
59,카페/디저트,커피전문점 10% 할인,10
60,마트/편의점,편의점 5% 할인,10
61,통신,이동통신요금 5% 할인,10
62,영화/문화,"CGV, 메가박스",10
63,캐시백,"전기요금, 통신요금, 해외이용금액 5% 캐시백 제공",10
64,모든가맹점,"전가맹점 0.7% 캐시백
이동통신요금 자동이체 건은 1.4% 캐시백",11
65,생활,생활친화가맹점 잔돈할인 서비스(Coin-Save),11
66,영화/문화,"인터파크, YES24 영화 할인",11
67,항공마일리지,"대한항공 1,500원당 1마일/아시아나항공 1,000원당 1마일",12
68,생활,마이신한포인트 추가 적립,12
69,프리미엄,특급 호텔 발렛파킹/면세점 우대 서비스,12
70,공과금/렌탈,월납요금(공과금) 10% 할인서비스,13
71,마트/편의점,편의점 10% 할인,13
72,병원/약국,병원/약국업종 10% 할인,13
73,생활,세탁소 업종 10% 할인,13
74,쇼핑,온라인 쇼핑 10% 할인,13
75,교통,택시 10% 할인,13
76,푸드,식음료 10% 할인,13
77,마트/편의점,3대 마트 10% 할인,13
78,주유,4대 정유사 리터당 60원 할인,13
79,쇼핑,인테이크몰 20% 할인,13
80,선택형,할인율 선택 서비스,14
81,카페/디저트,"스타벅스, 커피빈",14
82,마트/편의점,"GS25, 세븐일레븐, CU",14
83,소셜커머스,소셜커머스,14
84,교통,택시,14
85,카페/디저트,"파리바게트, 뚜레쥬르",14
86,영화/문화,"CGV, 롯데시네마",14
87,카페/디저트,스타벅스 모바일쿠폰 보너스 리워드,14
88,바우처,Gift Option,15
89,항공,"전 가맹점 일시불/할부 이용금액 1,500원당 1마일 적립",15
90,항공,"전 가맹점 일시불/할부 이용금액 1,000원당 1마일",15
91,주유,GS칼텍스 주유 시 리터당 40원 결제일 할인,15
92,공항라운지/PP,Priority Pass 카드 제공,15
93,면세점,제주 JDC 면세점 8% 결제일 할인,15
94,카페/디저트,"스타벅스 3,000원 할인",15
95,프리미엄,인천공항 무료 발렛 파킹,15
96,주유,모든 주유소 리터당 40~150포인트/충전소 리터당 10~50포인트 적립,16
97,쇼핑,1~5% 특별적립,16
98,마트/편의점,1~5% 특별적립,16
99,교통,1~5% 특별적립,16
100,자동차/하이패스,1~5% 특별적립,16
101,모든가맹점,국내/외 모든 가맹점 0.2~2.0% 적립,16
102,프리미엄,Platinum # 서비스,16
103,쇼핑,쇼핑업종 10% 결제일 할인,17
104,푸드,외식업종 10% 결제일 할인,17
105,영화/문화,CGV 영화 예매시 5천원 결제일 할인,17
106,푸드,KFC 20% 결제일 할인,17
107,카페/디저트,"커피, 베이커리 업종 20% 결제일 할인",17
108,교통,택시 10% 결제일 할인,17
109,쇼핑,"[쇼핑 할인] 오프라인 쇼핑(백화점, 프리미엄 아울렛, 마트, 창고형 할인매장) 10% 할인
· 온라인 쇼핑(홈쇼핑, 소셜커머스) 10% 할인",18
110,생활,"[생활 할인] 커피전문점·잡화·온라인서점 10% 할인
· 주유 60원/L 할인",18
111,해외,[해외이용 캐시백] 해외이용금액 5% 캐시백,18
112,푸드,"[제휴 할인] 마켓컬리, 프레딧, 집반찬연구소 10% 할인서비스",18
113,간편결제,온.오프라인 Pay 2~5% 결제일 할인,19
114,통신,이동통신요금 자동이체 시 10% 결제일 할인,19
115,카페/디저트,스타벅스 사이렌 오더 결제 시 최대 2천원 결제일 할인,19
116,생활,"카카오택시, 마켓컬리, 포잉 등 10~20% 결제일 할인",19
117,모든가맹점,"전 가맹점 1%, 생활 밀착 가맹점 추가 0.7% 캐시백",21
118,생활,잔돈 할인 서비스(COIN - SAVE),21
119,영화/문화,"YES24 영화 최대 3,000원 할인",21
120,테마파크,서울랜드 50% 할인,21
121,프리미엄,Platinum# 서비스 및 국제브랜드사 서비스,21
122,카카오페이,카카오페이 결제금액 20% 할인,22
123,소셜커머스,쿠팡 10% 할인,22
124,카페/디저트,"스타벅스, 커피빈 10% 할인",22
125,영화/문화,"CGV, 메가박스, 롯데시네마 10% 할인",22
126,교통,"버스, 지하철 이용금액 10% 할인",22
127,카페/디저트,EDIYA COFFEE 50% 결제일 할인,24
128,쇼핑,"Trendy 서비스 - 쇼핑, 다이닝, 몰링",24
129,영화/문화,"Young Life 서비스 - 영화, 영푸드",24
130,영화/문화,점심시간 요식업종 가맹점 30% 할인,25
131,카페/디저트,"커피전문점/제과점 업종 가맹점 2,000원 할인",25
132,통신,"이동통신요금 자동이체 3,000원 할인",25
133,교통,택시요금 20% 할인,25
134,해외,해외 직구몰 등 해외 할인,25
135,교육/육아,"일반전문학원, 학습지, 유치원 업종 캐시백",26
136,공과금/렌탈,"아파트 관리비 자동이체 매월 5,000원 캐시백",26
137,생활,주요 생활업종 이용시 1% 캐시백,26
138,항공마일리지,"이용금액 1,000원당 1.5~3 아시아나 마일리지 적립",27
139,공항라운지/PP,국내 공항라운지 무료 이용(mastercard PLATINUM),27
140,프리미엄,mastercard PLATINUM 서비스 제공,27
141,쇼핑,신세계백화점 5% 결제일 할인,28
142,생활,Life Care가맹점 5% 결제일 할인,28
143,테마파크,"롯데월드, 서울랜드 자유이용권 50% 할인",28
144,해외,해외 매출 5% 캐시백,28
145,뷰티/피트니스,TLX PASS 20% 결제일 할인,29
146,쇼핑,SPA 브랜드/H&B Store 10% 결제일 할인,29
147,영화/문화,"CGV, 롯데시네마, 메가박스 4,000원 결제일 할인",29
148,카페/디저트,커피업종 이용시 20% 결제일 할인,29
149,교통,모바일 Tmoney App으로 이용 시 20% 할인,30
150,카페/디저트,스타벅스 사이렌 오더 50% 할인,30
151,쇼핑,홈쇼핑 5% 할인,30
152,통신,통신요금 자동이체 시 5% 할인,30
153,영화/문화,"CGV, 온라인 서점 할인",30
154,교통,"고속·시외 버스요금 30%, 10% 결제일 할인",31
155,교통,"지하철·시내버스 후불교통, 택시 이용금액 10% 할인",31
156,마트/편의점,편의점 10% 할인,31
157,카페/디저트,커피전문점 20% 할인,31
158,영화/문화,"CGV영화 4,000원 할인",31
159,모든가맹점,모두드림 - 전월 실적/적립 한도 없이 국내/외 신판(일시불+할부)이용 가맹점 0.7% 포인트 적립,32
160,생활,더해드림 - 자주 가는 DREAM영역은 기본의 3배(총 2.1%) 포인트 적립,32
161,생활,챙겨드림 - DREAM영역 중 가장 많이 이용한 영역 기본의 5배(총 3.5%) 포인트 자동적립,32
162,주유,"주말(토, 일) 전 주유소 리터당 80원 적립",32
163,교통,"택시 3, 6, 9번째 2,000원 할인",32
164,적립,"반겨드림 5,000포인트 적립",32
165,바우처,LEISURE Option Service,33
166,항공마일리지,캐시백 / 대한항공 마일리지 / 아시아나항공 마일리지 [택 1],33
167,카페/디저트,커피 무료 서비스,33
168,주유,GS칼텍스 주유 시 리터당 40원 결제일 할인,33
169,쇼핑,LG패션/오케이아웃도어닷컴/Outdous 5% 할인 서비스,33
170,테마파크,테마파크 할인 서비스,33
171,항공,"JDC 면세점 / 아시아나, 이스타 항공 할인",33
172,공항라운지/PP,인천공항 무료 발렛파킹 서비스 제공,33
173,레저/스포츠,프로야구 및 프로농구 홈 경기의 입장권 결제 시 할인혜택 제공,33
174,영화/문화,맥스무비/인터파크/YES24 온라인 영화 예매 시 할인혜택 제공,33
175,주유,GS칼텍스 주유 시 리터당 60~100원 할인,35
176,교통,"버스, 지하철, 택시 3~7% 할인",35
177,영화/문화,"맥스무비, 인터파크, YES24 예매 시 할인",35
178,테마파크,주요 놀이공원 할인 서비스,35
179,선택형,"Cube 선택서비스 - 선택서비스 5개, 5% 할인",36
180,할인,Coin-Save(잔돈할인) 서비스 - 잔돈은 할인,36
181,프리미엄,Platinum# 서비스 및 국제브랜드사 서비스,36
182,바우처,Gift Option Service,37
183,선택형,"캐시백(캐시백형 선택 시)
마일리지 적립(마일리지 적립형 선택 시)",37
184,카페/디저트,스타벅스 커피 할인 / 이마트 피자 무료 제공 서비스 / 특급호텔 베이커리 특별 할인 서비스,37
185,쇼핑,"주요 백화점, 할인점, 아울렛 할인",37
186,공항라운지/PP,Priority Pass 카드 제공,37
187,여행/숙박,"JDC 면세점 / 아시아나, 이스타 항공 할인",37
188,프리미엄,THE BEST-F 공통 Life 서비스,37
189,교육/육아,자녀교육에 필요한 가맹점에서 5% 할인,38
190,영화/문화,자녀 감성발달에 필요한 가맹점에서 5% 할인,38
191,영화/문화,자녀 도서 구매에도 5% 할인,38
192,생활,COIN-SAVE 잔돈 할인,38
193,프리미엄,Platinum# 서비스 및 국제브랜드사 서비스,38
194,주유,4개의 정유사 중 직접 고른 1개 정유사 주유 이용금액 10% 결제일 할인,39
195,자동차/하이패스,"정비소(스피드메이트), 주차장 이용금액 10% 결제일 할인",39
196,마트/편의점,"GS25, CU 5% 결제일 할인",39
197,카페/디저트,"스타벅스, 이디야 5% 결제일 할인",39
198,교통,택시 5% 결제일 할인,39
199,영화/문화,롯데시네마 일반관 5천원 현장 할인,39
200,적립,국내/외 가맹점 0.7~1.1% 포인트 적립,40
201,생활,자주 가는 DREAM 영역 2.4~3.3% 포인트 적립,40
202,생활,가장 많이 가는 DREAM 영역 4.0~5.5% 포인트 적립,40
203,생활,"주유소 리터당 80원 적립, 택시 2천 원 할인",40
204,기타,DREAM 영역 안내,40
205,기타,통합 적립한도 안내,40
206,프리미엄,"신한금융그룹 우대 서비스,
Platinum+ 서비스",40
207,간편결제,"국내 온라인 이용 건, 온라인 배달/온라인 슈퍼 10% 할인",41
208,생활,"4대 편의점, 생활/잡화, 커피, 월납 20% 할인",41
209,프리미엄,"제주항공, 에어부산 10% 할인",41
210,렌터카,SOCAR 결제 시 30% 결제일 할인,42
211,교통,"KTX, SRT 포함 철도 이용 시 10% 결제일 할인",42
212,카페/디저트,커피전문점 20% 결제일 할인,42
213,마트/편의점,"GS25, CU, 세븐일레븐 편의점 5% 결제일 할인",42
214,마트/편의점,"홈플러스, 이마트, 롯데마트 3대 할인점 3% 결제일 할인",42
215,쇼핑,생활쇼핑 최대 15% 결제일 할인,43
216,카페/디저트,커피전문점/제과점 업종 10% 결제일 할인,43
217,기타,주말 복합쇼핑몰 10% 결제일 할인,43
218,마트/편의점,주말 3대 할인점 10% 결제일 할인,43
219,영화/문화,"주말 롯데시네마 현장 예매 시 5,000원 결제일 할인",43
220,적립,국내외 가맹점 이용 금액의 0.7% 기본적립,44
221,간편결제,위메프에서 위메프페이 간편 결제 시 2% 특별적립,44
222,생활,편의점·배달앱 7% 멤버십리워즈 적립,45
223,디지털구독,스트리밍서비스 20% 결제일할인,45
224,카페/디저트,스타벅스·이디야 20% 결제일할인,45
225,통신,교통·통신 5% 멤버십리워즈 적립,45
226,쇼핑,쇼핑·해외 1.5% 멤버십리워즈 적립,45
227,주유,국내외 모든 가맹점에서 0.2%·0.4% 주유포인트 적립,46
228,주유,전국 주유소 리터당 60원 결제일할인(청구할인) (LPG 30원),46
229,영화/문화,CGV 동반 1인 50% 할인,46
230,카페/디저트,"스타벅스 1,000원 할인",46
231,자동차/하이패스,프라이버시콜(안심 주자번호서비스) 무료 제공,46
232,모든가맹점,모든 가맹점 0.7% 할인,47
233,모든가맹점,10만원 이상 결제 시 1% 할인,47
234,영화/문화,"모든 영화관 2,500원 할인",47
235,무이자할부,5만원 이상 결제 시 2~3개월 무이자할부,47
236,국민행복,임신·출산·육아 국가바우처 이용,48
237,적립,"할인점, 쇼핑몰, 병원·약국 등 업종별 1% 빅포인트 적립",48
238,교육/육아,"서점, 학습지 등 교육 업종 이용금액 5% 결제일할인(청구할인)",48
239,쇼핑,신세계포인트 적립 및 신세계백화점 5% 할인,48
240,카페/디저트,"커피전문점, 파리바게뜨, 배스킨라빈스, 던킨도너츠 10% 결제일할인(청구할인)",48
241,영화/문화,"CGV 영화티켓 5,000원 이상 결제 시 3,000원 할인",48
242,기타,"놀이공원, 어린이 직업체험 테마파크 등 할인",48
243,항공마일리지,"1,000원당 아시아나 1마일리지 적립",50
244,주유,S-OIL 리터당 40 보너스포인트 적립,50
245,푸드,아웃백스테이크하우스 10% 할인,50
246,카페/디저트,"스타벅스 1,000원 결제일할인",50
247,영화/문화,"메가박스, CGV, 인터파크 영화 3,000원 할인",50
248,테마파크,놀이공원 할인 서비스,50
249,자동차/하이패스,닥터카서비스,50
250,무이자할부,백화점·할인점 2~3개월 무이자할부,50
251,무이자할부,의료점 2~3개월 무이자할부,50
252,레저/스포츠,프로스포츠 프로모션 서비스,50
253,선택형,라이프스타일 패키지 선택,51
254,교통,대중교통·택시 10% 결제일할인,51
255,통신,이동통신요금 10% 결제일할인,51
256,영화/문화,"CGV 및 롯데시네마 5,000원 결제일할인",51
257,모든가맹점,모든 가맹점 1% 빅포인트 적립,52
258,주유,"모든 주유소 및 LPG 충전소 2,000원 결제일 할인",52
259,영화/문화,"모든 영화관 5,000원 결제일 할인",52
260,항공마일리지,"이용금액 1,000원당 아시아나 1~5마일리지 적립",53
261,주유,"S-OIL 주유소에서 휘발유, 경유, 등유 주유시 리터당 40보너스포인트 적립",53
262,카페/디저트,"스타벅스 1,000원 결제일 할인",53
263,영화/문화,"메가박스, CGV, 무비존 영화 할인",53
264,테마파크,"놀이공원 자유이용권 50%, 워터파크 입장권 30% 현장할인",53
265,자동차/하이패스,"엔진오일 교환 시 15,000원 현장할인",53
266,항공마일리지,"모든 가맹점 1,000원당 1마일리지 기본 적립",54
267,마트/편의점,"코스트코 등 할인점 1,000원당 2 마일리지 특별 적립",54
268,주유,"주유업종 1,000원당 2 마일리지 특별 적립",54
269,카페/디저트,"커피업종 1,000원당 2마일리지 특별 적립",54
270,푸드,"아웃백스테이크하우스 30,000원 결제일 할인",54
271,프리미엄,호텔·공항 발렛파킹 무료,54
272,공항라운지/PP,인천공항 라운지 본인 이용 무료,54
273,공항라운지/PP,공항 커피 서비스,54
274,프리미엄,아멕스 PLATINUM 등급 서비스,54
275,마트/편의점,"CU 1,500원당 200원 결제일할인",55
276,배달앱,"배달의민족 2,000원 결제일할인",55
277,교통,"대중교통 1,000원당 100원 결제일할인",55
278,푸드,"음식점·주점 1,000원 결제일할인",55
279,카페/디저트,커피전문점 10% 결제일할인,56
280,영화/문화,"모든 영화관 5,000원 결제일할인",56
281,푸드,"VIPS·계절밥상 20,000원 결제일할인",56
282,모든가맹점,모든 가맹점 기본 0.5% 청구할인,56
283,생활,교육·할인점·이동통신·병원·약국 1.5% 결제일할인,56
284,테마파크,놀이공원 할인 서비스,56
285,자동차/하이패스,닥터카 서비스,56
286,프리미엄,브랜드사 서비스,56
287,영화/문화,"모든 영화관 5,000원 결제일할인",57
288,카페/디저트,커피전문점 10% 결제일할인,57
289,푸드,"VIPS·계절밥상 20,000원 결제일할인",57
290,모든가맹점,모든 가맹점 기본 0.5% 청구할인,57
291,생활,음식점·주점·편의점·주유·택시 1.5% 결제일할인,57
292,테마파크,놀이공원 자유이용권 50%·워터파크 입장권 30% 현장할인,57
293,자동차/하이패스,"엔진오일 교환 시 20,000원 현장할인",57
294,프리미엄,MASTER/UnionPay 서비스,57
295,주유,모든 주유소에서 주유 시 리터당 90원 결제일할인,58
296,자동차/하이패스,"삼성화재 자동차보험료, 엔진오일 교환, 카카오드라이버 할인",58
297,모든가맹점,모든 가맹점 기본 0.5% 결제일할인,58
298,생활,"할인점, 소셜커머스, 커피전문점, 편의점, 영화 할인",58
299,프리미엄,(해외겸용카드 전용) MASTER PLATINUM 등급 서비스,58
300,선택형,라이프스타일 패키지(옵션 패키지 중 택1),59
301,공항라운지/PP,여가패키지: 해외 공항 라운지(Lounge Key) 본인 이용 무료,59
302,여행/숙박,여가패키지: 해외·여행 3% 결제일할인,59
303,쇼핑,일상패키지: 슈퍼마켓·프리미엄 아울렛 등 3% 결제일할인,59
304,카페/디저트,일상패키지: 10대 커피전문점·제과점 30% 결제일할인,59
305,푸드,일상패키지: 음식점·신선식품 배송 20% 결제일할인,59
306,영화/문화,"일상패키지: 모든 영화관에서 6,000원 이상 결제 시 6,000원 결제일할인",59
307,영화/문화,"일상패키지: 서점·인터파크 티켓·동물병원에서 건별 50,000원 이상 결제 시 10,000원 결제일할인",59
308,교통,"여가패키지: KTX, SRT 포함 철도 건별 30,000원 이상 결제 시 5,000원 결제일할인 (청구할인)",59
309,프리미엄,mastercard PLATINUM 등급 서비스,59
310,캐시백,"국내외 연간 누적 이용금액 1,500만원당 30,000원 캐시백",59
311,할인,"항공·면세점·백화점·인터파크 티켓·이마트 트레이더스 10만원 이상 결제 시 20,000원 결제일할인",60
312,적립,0.5~2% 멤버십리워즈 적립,60
313,여행/숙박,"인천공항 주차요금, 와이파이도시락 5,000원 결제일할인",60
314,영화/문화,"CGV,롯데시네마 5,000원 결제일할인",60
315,카페/디저트,스타벅스 20% 결제일할인,60
316,프리미엄,AMEX PLATINUM 서비스,60
317,항공마일리지,"국내외 이용금액 1,500원당 스카이패스 1~2마일리지 적립",61
318,주유,S-OIL 주유소 주유 시 리터당 40 보너스포인트 적립,61
319,테마파크,놀이공원 자유이용권 50%·워터파크 입장권 30% 현장할인,61
320,자동차/하이패스,"엔진오일 교환 시 20,000원 현장할인",61
321,프리미엄,American Express Selects 서비스,61
322,해외,해외 쇼핑 특화 서비스,62
323,적립,"백화점, 할인점, 병원, 약국 등 1% 빅포인트 적립",62
324,카페/디저트,커피전문점·파리바게뜨·배스킨라빈스·던킨도너츠 10% 결제일할인,62
325,테마파크,"어린이 직업체험 테마파크, 놀이공원 할인",62
326,영화/문화,서점·학습지 5% 결제일할인,62
327,영화/문화,"CGV 3,000원 할인",62
328,삼성페이,삼성 페이 10% 결제일할인,63
329,모든가맹점,국내외 가맹점 0.3% 결제일 할인,63
330,통신,이동통신요금 10% 결제일할인,63
331,영화/문화,"CGV·롯데시네마 5,000원 결제일할인",63
332,쇼핑,신세계백화점·이마트 제휴 혜택,64
333,적립,"국내 가맹점, 주유, 삼성전자 등 빅포인트 적립",64
334,영화/문화,"영화, 세콤홈즈, 삼성미술관리움 등 할인",64
335,무이자할부,주말 5만원 이상 결제 시 2~3개월 무이자할부,64
336,선택형,라이프스타일 옵션서비스,65
337,선택형,"자주 이용하는 1개 업종 선택 시 2,000원 결제일할인",65
338,교통,대중교통·택시 10% 결제일할인,65
339,통신,이동통신 10% 결제일할인,65
340,카페/디저트,커피전문점 10% 결제일할인,65
341,해외,해외 1.5% 할인,65
342,영화/문화,"영화 5,000원 할인",65
343,할인,국내 가맹점 0.3% 결제일할인,66
344,마트/편의점,"할인점·슈퍼마켓 2,000원 결제일할인",66
345,주유,"주유 2,000원 결제일할인",66
346,쇼핑,"온라인쇼핑몰·홈쇼핑 2,000원 결제일할인",66
347,애완동물,"동물병원 2,000원 결제일할인",66
348,병원/약국,병원·약국 1% 결제일할인,66
349,해외,ㅣ코,66
350,영화/문화,"영화 5,000원 결제일할인",66
351,선택형,나의 선택할인,66
352,주유,GS칼텍스 리터당 주중 60원·주말 100원 결제일할인,67
353,푸드,음식점·배달앱 주중 3%·주말 5% 결제일할인,67
354,교통,택시 주중 5%·주말 3% 결제일할인,67
355,카페/디저트,커피전문점 주중 5%·주말 3% 결제일할인,67
356,마트/편의점,편의점 주중 5%·주말 3% 결제일할인,67
357,쇼핑,온라인쇼핑몰 1% 결제일할인,67
358,해외,해외 1% 결제일할인,67
359,영화/문화,"영화 5,000원 결제일할인",67
360,테마파크,놀이공원 자유이용권 50%·워터파크 입장권 30% 현장할인,67
361,선택형,나의 선택할인,67
362,주유,SK에너지 리터당 주중 60원·주말 100원 결제일할인,68
363,푸드,음식점·배달앱 주중 3%·주말 5% 결제일할인,68
364,교통,택시 주중 5%·주말 3% 결제일할인,68
365,카페/디저트,커피전문점 주중 5%·주말 3% 결제일할인,68
366,마트/편의점,편의점 주중 5%·주말 3% 결제일할인,68
367,쇼핑,온라인쇼핑몰 1% 결제일할인,68
368,해외,해외 1% 결제일할인,68
369,영화/문화,"영화 5,000원 결제일할인",68
370,테마파크,놀이공원 자유이용권 50%·워터파크 입장권 30% 현장할인,68
371,선택형,나의 선택할인,68
372,적립,국내 가맹점 0.5% 빅포인트 적립,69
373,푸드,음식점 1% 빅포인트 적립,69
374,병원/약국,병원·약국 1% 빅포인트 적립,69
375,해외,해외 1% 빅포인트 적립,69
376,쇼핑,할인점·온라인쇼핑몰 1.5% 빅포인트 적립,69
377,주유,주유 1.5% 빅포인트 적립,69
378,영화/문화,"영화 5,000원 결제일할인",69
379,선택형,나의 선택할인,69
380,교육/육아,학원·서점·학습지·인터넷강의 7% 결제일할인,70
381,쇼핑,할인점·슈퍼마켓·온라인쇼핑몰 5% 결제일할인,70
382,카페/디저트,커피전문점·제과점 10% 결제일할인,70
383,병원/약국,"병원·약국 500원·1,000원 결제일할인",70
384,해외,해외 1% 결제일할인,70
385,영화/문화,"영화 5,000원 결제일할인",70
386,테마파크,놀이공원 할인 서비스,70
387,선택형,나의 선택할인,70
388,할인,국내 가맹점 0.5% 결제일할인,71
389,푸드,음식점 1% 결제일할인,71
390,병원/약국,병원·약국 1% 결제일할인,71
391,해외,해외 1% 결제일할인,71
392,쇼핑,할인점·온라인쇼핑몰 1.5% 결제일할인,71
393,주유,주유 1.5% 결제일할인,71
394,영화/문화,"영화 5,000원 결제일할인",71
395,선택형,나의 선택할인,71
396,마트/편의점,트레이더스 결제일할인,72
397,교육/육아,학원·서점·학습지·인터넷강의 5% 결제일할인,72
398,통신,이동통신 5% 결제일할인,72
399,카페/디저트,커피전문점 5% 결제일할인,72
400,쇼핑,신세계백화점 제휴 서비스,72
401,병원/약국,병원·약국 5% 결제일할인(청구할인),72
402,생활,"대형마트, 백화점, 주유 등 5% 청구할인",73
403,푸드,"아웃백, 애슐리, TGIF 등 25% 청구할인",73
404,카페/디저트,"탐앤탐스, 스타벅스 20% 청구할인",73
405,프리미엄,"통신, 영화, 놀이공원, 호텔 할인",73
406,금융,우리은행 수수료 면제서비스,73
407,무이자할부,할부전환서비스 / 무이자할부,73
408,생활,주요 7대 업종 10~5% 청구할인,74
409,영화/문화,"전국 영화관 3,000원 청구할인",74
410,카페/디저트,커피 20% 청구할인,74
411,테마파크,주요 놀이공원 자유이용권 50% 현장할인,74
412,푸드,"치킨, 피자 10% 청구할인",74
413,통신,KT통신요금 할인,75
414,영화/문화,영화관 할인,75
415,카페/디저트,커피전문점 할인,75
416,통신,LGU+ 장기할부 및 청구할인,76
417,카페/디저트,커피전문점 할인,76
418,푸드,패밀리레스토랑 할인,76
419,영화/문화,영화관 할인,76
420,테마파크,놀이공원 할인,76
421,모든가맹점,국내 가맹점 0.7% 위비꿀머니 적립,77
422,쇼핑,"대형할인점, 면세점 1.5% 및 위비마켓 2% 위비꿀머니 적립",77
423,교육/육아,학원 1.5% 위비꿀머니 적립,77
424,통신,이동통신 1.5% 위비꿀머니 적립,77
425,병원/약국,병의원 1.5% 위비꿀머니 적립,77
426,해외,해외 이용금액 1.5% 위비꿀머니 적립,77
427,푸드,치킨/피자 10% 청구할인,77
428,영화/문화,전국 영화관 청구할인,77
429,카페/디저트,"스타벅스, 이디야, 폴바셋 10% 청구할인",77
430,여행/숙박,프리미엄 투어 서비스,77
431,멤버십포인트,위비멤버스 서비스,77
432,모든가맹점,포인트형 특화서비스,78
433,항공마일리지,마일리지형 특화서비스,78
434,바우처,"GIFT VOUCHER (연 1회, 택 1회)",78
435,여행/숙박,Travel Service,78
436,생활,"치킨/피자 청구할인, 전국 영화관 청구할인",78
437,레저/스포츠,골프 우대 서비스,78
438,간편결제,PAY(간편결제 서비스) 결제 시 7% 할인,80
439,생활,PAY 외 결제 시 5% 할인,80
440,영화/문화,전국 영화관 3천원 청구할인,80
441,푸드,치킨/피자 10% 청구할인,80
