id,title,content,card_id
6077,푸드,"VIPS, 아웃백, TGIF 20% 청구할인",1443
6078,레저/스포츠,"스타포유㈜와 제휴된 전통고택, 글램핑, 카라반 우대 할인",1443
6079,바우처,연회비 상당의 쿠폰 서비스,1444
6080,항공마일리지,대한항공 마일리지 적립서비스,1444
6081,여행/숙박,해외 여행상품 현장 할인 서비스,1444
6082,여행/숙박,롯데호텔 우대 서비스,1444
6083,영화/문화,도서 요약 서비스,1444
6084,보험,보험 무료가입 서비스,1444
6085,프리미엄,Master Diamond 전용서비스,1444
6086,할인,예다함 상조부금 청구할인 최대 1만 7천원,1445
6087,교육/육아,웅진씽크빅 자동납부요금 청구할인 월 최대 1만 7천원,1446
6088,소셜커머스,"G마켓, 옥션 10% 할인",1447
6089,카페/디저트,스타벅스 20% 할인,1447
6090,카페/디저트,"파리바게트, 배스킨라빈스, 던킨도너츠 10% 할인",1447
6091,푸드,"맥도날드, 롯데리아, 버거킹, 피자헛, 미스터피자, 도미노피자 10%할인",1447
6092,마트/편의점,"CU편의점, 올리브영, GS25, 군마트(PX) 10%할인",1447
6093,영화/문화,영화관 10% 할인,1447
6094,교육/육아,어학원 10% 할인,1447
6095,통신,휴대전화 요금 3천원 할인,1447
6096,영화/문화,CGV 동반 1인 50% 할인,1448
6097,주유,S-OIL 리터당 40 보너스포인트 적립,1448
6098,멤버십포인트,애니스타일 리워드서비스,1448
6099,선택형,애니스타일 선택서비스,1448
6100,레저/스포츠,프로스포츠 경기 할인,1448
6101,테마파크,주요 놀이공원 입장권 및 자유이용권 할인,1448
6102,공과금/렌탈,웰릭스렌탈료 자동이체 할인 서비스,1449
6103,프리미엄,Master 티타늄 서비스,1449
6104,뷰티/피트니스,미용실 최대 20% 할인,1450
6105,영화/문화,롯데 자이언츠 20% 할인,1450
6106,쇼핑,"롯데백화점 5% 할인
면세점 5~10% 할인 [롯데면세점]",1450
6107,영화/문화,"뮤지컬, 연극 등 공연 10~30% 할인",1450
6108,주유,SK주유소 리터당 SK주유포인트 50원적립,1450
6109,멤버십포인트,"L.POINT 적립
롯데 SK 주유포인트 적립",1450
6110,금융,"외환 환전 송금 최대 50% 환율 우대
우리원송금클럽",1451
6111,영화/문화,CGV 최대 4천원 청구할인,1451
6112,테마파크,놀이공원 및 테마파크 30~50% 할인,1451
6113,마트/편의점,대형마트 5% 청구할인,1451
6114,은행사,수수료 면제,1451
6115,영화/문화,CGV 동반 1인 50% 할인,1453
6116,주유,S-OIL 리터당 40 보너스포인트 적립,1453
6117,멤버십포인트,애니스타일 리워드서비스,1453
6118,선택형,애니스타일 선택서비스,1453
6119,레저/스포츠,프로스포츠 경기 할인,1453
6120,테마파크,주요 놀이공원 입장권 및 자유이용권 할인,1453
6121,프리미엄,VISA PLATINUM 서비스,1453
6122,뷰티/피트니스,미용실 최대 20% 할인,1454
6123,영화/문화,롯데 자이언츠 20% 할인,1454
6124,쇼핑,"롯데백화점 5% 할인
면세점 5~10% 할인 [롯데면세점]",1454
6125,영화/문화,"롯데시네마, 뮤지컬, 연극 할인",1454
6126,쇼핑,맘스커머스 10% 청구할인,1454
6127,병원/약국,산부인과(병원)및 산후조리원 5% 청구할인,1454
6128,모든가맹점,적용제한 없이 0.3~0.5% 기본 캐시백,1457
6129,모든가맹점,주말/공휴일에 결제 시 0.1% 추가 캐시백,1457
6130,바우처,"Luxury, Hotel, Shopping 등
the Black 바우처 제공",1458
6131,프리미엄,"the Black 회원 전용 여행, 문화 등 전문 상담 컨시어지 서비스 제공
연간 이용금액에 따른 리워드 제공",1458
6132,항공마일리지,"대한항공형/아시아나형/M포인트형 중 대한항공형 선택 시 해당 혜택 제공
- 일시불+할부 이용금액 1,000원당 1 마일리지 적립",1458
6133,항공마일리지,"대한항공형/아시아나형/M포인트형 중 아시아나형 선택 시 해당 혜택 제공
- 일시불+할부 이용금액 1,000원당 1 마일리지 적립",1458
6134,적립,"대한항공형/아시아나형/M포인트형 중 M포인트형 선택 시 해당 혜택 제공
- 업종별 0.5~2% M포인트 적립",1458
6135,자동차/하이패스,우리캐피탈 신차할부 금융서비스,1459
6136,기타,L.POINT 적립,1459
6137,헤어,미용실 최대 20% 할인,1459
6138,영화/문화,롯데 자이언츠 20% 할인,1459
6139,쇼핑,쇼핑 최대 15%할인 및 무이자할부 혜택,1459
6140,영화/문화,"영화, 뮤지컬, 연극 등 공연 10~30% 할인",1459
6141,푸드,최대 10%할인,1459
6142,주유,SK 주유포인트 적립,1459
6143,공과금/렌탈,웰릭스렌탈료 자동이체 할인 서비스,1460
6144,보험,"하나생명 보장성 월납보험료 카드 자동이체 시
월 6천원 / 1만원 청구할인",1461
6145,마트/편의점,"이마트, 이마트 트레이더스, 홈플러스, 롯데마트 3% 청구할인",1461
6146,카페/디저트,"스타벅스, 커피빈 5% 청구할인",1461
6147,쇼핑,GS SHOP·d&SHOP 할인,1462
6148,모든가맹점,0.2%~0.8% 빅포인트 적립,1462
6149,주유,S-OIL 리터당 40 보너스포인트 적립,1462
6150,푸드,"아웃백, 스타벅스 할인",1462
6151,테마파크,주요 놀이공원 입장권 및 자유이용권 할인,1462
6152,레저/스포츠,프로스포츠 프로모션 서비스,1462
6153,무이자할부,주요 쇼핑가맹점 무이자할부,1462
6154,자동차/하이패스,닥터카서비스,1462
6155,헤어,미용실 할인,1462
6156,영화/문화,영화 할인,1462
6157,마트/편의점,편의점 10% 더블캐시백,1463
6158,카페/디저트,커피전문점 10% 더블캐시백,1463
6159,푸드,패스트푸드 10% 더블캐시백,1463
6160,영화/문화,도서 5% 캐시백,1463
6161,뷰티/피트니스,"CJ올리브영, GS왓슨시, 다이소 5% 캐시백",1463
6162,렌터카,그린카 5% 캐시백,1463
6163,영화/문화,영화 티켓 3천원 캐시백,1463
6164,기타,어학시험 응시료 3천원 캐시백,1463
6165,통신,이동통신요금 3천원 캐시백,1463
6166,공과금/렌탈,바디프랜드 렌탈료 결제시 월 7천원 ~ 2만원 청구할인,1464
6167,헤어,미용실 최대 20% 할인,1464
6168,레저/스포츠,롯데 자이언츠 20% 할인,1464
6169,영화/문화,"영화,공얀 최대 30% 할인",1464
6170,항공마일리지,"국내 일시불/할부 이용금액 1,000원당 스카이패스 1마일리지 적립
해외 일시불 이용금액 1,000원당 스카이패스 1.2마일리지 적립",1466
6171,공항라운지/PP,"LoungeKey (VISA) 제휴 공항라운지 월 2회, 연 6회 무료입장 제공",1466
6172,뷰티/피트니스,미용실 최대 20% 할인,1467
6173,영화/문화,롯데 자이언츠 20% 할인,1467
6174,쇼핑,롯데백화점 5% 할인,1467
6175,영화/문화,"롯데시네마, 뮤지컬, 연극 할인",1467
6176,기타,우리 아이 안전을 지키는 위치 알림 서비스(LGU+),1467
6177,교육/육아,교육 컨텐츠 할인,1467
6178,쇼핑,3대 백화점 및 할인점 등 주요 생활업종 할인,1467
6179,푸드,외식,1467
6180,주유,SK주유소 결제 시 리터당 50포인트 적립,1467
6181,멤버십포인트,L.POINT 적립,1467
6182,적립,"신판 1,200원당 10~20P 적립",1468
6183,공항라운지/PP,공항라운지 연 2회 무료 이용,1468
6184,간편결제,간편결제 2만원 이상 결제 시 3천원 캐시백,1469
6185,통신,통신비 5만원 이상 자동이체 시 3천원 캐시백,1469
6186,디지털구독,음악 스트리밍 서비스 5천원 이상 자동이체시 1천원 캐시백,1469
6187,여행/숙박,"야놀자, 여기어때 1만원 이상 결제시 5% 캐시백",1469
6188,배달앱,배달앱 1만원 이상 결제시 5% 캐시백,1469
6189,영화/문화,영화관 1만원 이상 결제시 5% 캐시백,1469
6190,영화/문화,서점 1만원 이상 결제시 5% 캐시백,1469
6191,마트/편의점,편의점 1만원 이상 결제시 5% 캐시백,1469
6192,카페/디저트,카페 1만원 이상 결제시 5% 캐시백,1469
6193,기타,우체국 이용 시 10% 할인 및 2~3개월 무이자 할부,1470
6194,비즈니스,야근식대 할인 서비스 및 세무 지원 서비스,1470
6195,헤어,미용실 최대 20% 할인,1470
6196,영화/문화,롯데 자이언츠 20% 할인,1470
6197,쇼핑,쇼핑 최대 10%할인 및 무이자할부 혜택,1470
6198,쇼핑,백화점 세이 할인 및 무이자할부,1475
6199,멤버십포인트,우수회원 우대서비스,1475
6200,멤버십포인트,S포인트 적립 및 사용,1475
6201,멤버십포인트,S선포인트 사용,1475
6202,푸드,CJ푸드빌 20% 현장할인,1475
6203,영화/문화,영화 할인,1475
6204,테마파크,주요 놀이공원 입장권 및 자유이용권 할인,1475
6205,레저/스포츠,프로스포츠 프로모션 서비스,1475
6206,자동차/하이패스,닥터카서비스,1475
6207,영화/문화,삼성미술관 리움 입장권 할인,1475
6208,여행/숙박,아멕스 서비스,1475
6209,자동차/하이패스,쌍용차 지정 AS센터 5%할인 (한도 : 1만원/월),1478
6210,보험,롯데손해보험 자동차 보험료 할인,1478
6211,무이자할부,"오토세이브 이용 시, 1200만원 한도 6개월 무이자 할부",1478
6212,헤어,미용실 최대 20% 할인,1478
6213,영화/문화,롯데 자이언츠 20% 할인,1478
6214,쇼핑,롯데백화점 5% 할인 e-쿠폰 및 무료 주차권 제공,1478
6215,주유,SK주유소 리터당 SK주유포인트 50원 적립,1478
6216,기타,포인트 적립,1478
6217,영화/문화,영화/공연 할인,1478
6218,푸드,외식 10% 할인,1478
6219,쇼핑,롯데백화점 15% 청구할인 서비스,1480
6220,쇼핑,롯데백화점 12개월 할부서비스,1480
6221,기타,"차년도 연회비 면제 서비스, 썸뱅크 현금 입출금 카드 기능",1480
6222,헤어,미용실 최대 20% 할인,1480
6223,영화/문화,롯데 자이언츠 20% 할인,1480
6224,쇼핑,롯데백화점 5% 할인 e-쿠폰 및 무료 주차권 제공,1480
6225,영화/문화,"뮤지컬, 연극 등 공연 10~30% 할인",1480
6226,기타,썸뱅크 롯데카드만의 L.POINT 적립서비스,1481
6227,기타,쓰는만큼 늘어나는 L.POINT 적립 한도,1481
6228,기타,포인트 적립기준,1481
6229,기타,썸뱅크 현금 입출금 카드 기능,1481
6230,기타,L.POINT,1481
6231,기타,씨앤앰 이용요금 5천원 할인 및 롯데멤버스제휴사 1만5천원 할인,1482
6232,무이자할부,"학원, 병/의원 업종 이용 시 2~3개월 무이자 할부서비스",1482
6233,헤어,미용실 최대 20% 할인,1482
6234,영화/문화,롯데 자이언츠 20% 할인,1482
6235,쇼핑,롯데백화점 5% 할인 e-쿠폰 및 무료 주차권 제공,1482
6236,영화/문화,"뮤지컬, 연극 등 공연 10~30% 할인",1482
6237,주유,SK주유소 리터당 SK주유포인트 50원 적립,1482
6238,기타,L.POINT 적립 0.1%~3% 적립,1482
6239,기타,아름다운 가게 사랑의 후원금 기부,1483
6240,기타,롯데백화점 5% 할인 e쿠폰 제공 및 무이자 할부,1483
6241,연회비지원,연회비 면제 서비스,1483
6242,헤어,미용실 최대 20% 할인,1483
6243,영화/문화,롯데 자이언츠 20% 할인,1483
6244,쇼핑,롯데백화점 5% 할인 e-쿠폰 및 무료 주차권 제공,1483
6245,영화/문화,영화/공연 할인,1483
6246,주유,SK주유소 리터당 SK주유포인트 50원 적립,1483
6247,기타,포인트 적립,1483
6248,헤어,박승철헤어스투디오 최대 30% 할인,1484
6249,멤버십포인트,더블 포인트 적립 서비스,1484
6250,뷰티/피트니스,마리프랑스 바디라인·스벤슨 10% 할인,1484
6251,쇼핑,백화점 및 면세점 최대 10% 할인,1484
6252,영화/문화,"롯데시네마 1,500원 할인",1484
6253,테마파크,롯데월드 종합이용권 50% 할인,1484
6254,푸드,외식 최대 15% 할인,1484
6255,주유,SK주유소 리터당 SK주유포인트 50원적립,1484
6256,영화/문화,Bugs 3% 할인,1486
6257,헤어,미용실 최대 20% 할인,1486
6258,레저/스포츠,롯데 자이언츠 20% 할인,1486
6259,영화/문화,"뮤지컬, 연극 등 영화/공연 최대 30% 할인",1486
6260,주유,SK주유소 리터당 SK주유포인트 50원적립,1486
6261,멤버십포인트,L.POINT 적립,1486
6262,기타,"변호사, 노무사, 세무사 수임료 10% 할인",1489
6263,멤버십포인트,더블 포인트 적립 서비스,1489
6264,헤어,미용실 최대 20% 할인,1489
6265,레저/스포츠,롯데 자이언츠 20% 할인,1489
6266,쇼핑,롯데멤버스 제휴사 최대 10% 할인,1489
6267,영화/문화,"롯데시네마 관람료 1,500원 청구할인",1489
6268,주유,SK주유소 리터당 SK주유포인트 50원적립,1489
6269,멤버십포인트,L.POINT 적립,1489
6270,기타,베페몰 최대 5만원 청구할인,1491
6271,영화/문화,베페 베이비페어 전시회 전일 무료입장,1491
6272,헤어,미용실 최대 20% 할인,1491
6273,레저/스포츠,롯데 자이언츠 20% 할인,1491
6274,쇼핑,롯데멤버스 제휴사 최대 10% 할인,1491
6275,영화/문화,"뮤지컬, 연극 등 영화/공연 최대 30% 할인",1491
6276,푸드,외식 10% 할인,1491
6277,주유,SK주유소 리터당 SK주유포인트 50원적립,1491
6278,멤버십포인트,L.POINT 적립,1491
6279,쇼핑,위메프페이결제 1%적립,1493
6280,쇼핑,위메프오 1% 적립,1493
6281,마트/편의점,GS25편의점 2% 적립,1493
6282,카페/디저트,커피제과업종 5% 적립,1493
6283,디지털구독,구독서비스 10%적립,1493
6284,멤버십포인트,우수회원 우대서비스,1494
6285,멤버십포인트,S포인트 적립 및 사용,1494
6286,멤버십포인트,S선포인트 사용,1494
6287,푸드,CJ푸드빌 20% 할인,1494
6288,영화/문화,영화 할인,1494
6289,테마파크,주요 놀이공원 입장권 및 자유이용권 할인,1494
6290,레저/스포츠,프로스포츠 프로모션 서비스,1494
6291,영화/문화,삼성미술관 리움 일반 입장권 할인,1494
6292,자동차/하이패스,닥터카서비스,1494
6293,여행/숙박,아멕스 서비스,1494
6294,보험,삼성화재 자동차보험료 5%·10% 결제일할인,1495
6295,멤버십포인트,우수회원 우대서비스,1495
6296,멤버십포인트,S포인트 적립 및 사용,1495
6297,멤버십포인트,S선포인트 사용,1495
6298,푸드,CJ푸드빌 20% 현장할인,1495
6299,영화/문화,영화 할인,1495
6300,테마파크,주요 놀이공원 입장권 및 자유이용권 할인,1495
6301,레저/스포츠,프로스포츠 프로모션 서비스,1495
6302,자동차/하이패스,닥터카서비스,1495
6303,영화/문화,삼성미술관 리움 입장권 할인,1495
6304,여행/숙박,아멕스 서비스,1495
6305,기타,웰컴기프트,1499
6306,레저/스포츠,프로스포츠 프로모션 서비스,1499
6307,모든가맹점,모든 가맹점 0.7~1% 결제일할인,1499
6308,영화/문화,"모든 영화관 2,500원 결제일할인",1499
6309,테마파크,주요 놀이공원 입장권 및 자유이용권 할인,1499
6310,자동차/하이패스,닥터카서비스,1499
6311,주유,GS칼텍스 리터당 90~100포인트 적립,1499
6312,푸드,아웃백 30% 할인,1499
6313,여행/숙박,아멕스 서비스,1499
6314,영화/문화,"모든 영화관 3,000원 결제일할인",1500
6315,레저/스포츠,프로스포츠 프로모션 서비스,1500
6316,모든가맹점,모든 가맹점 0.6% 결제일할인,1500
6317,생활,할인점·음식점·주유소·병원·약국 1.2% 결제일할인,1500
6318,여행/숙박,아멕스 서비스,1500
6319,푸드,"아웃백·VIPS·TGIF·세븐스프링스
주중 10%, 주말 15% 환급할인",1501
6320,영화/문화,CGV·메가박스 20% 환급할인,1501
6321,테마파크,에버랜드·서울랜드·롯데월드 30% 환급할인,1501
6322,카페/디저트,"커피빈 주중 5%, 주말 10% 환급할인",1501
6323,항공,제주항공 10% 환급할인,1501
6324,헤어,박승철헤어스투디오·올리브영 10% 환급할인,1501
6325,영화/문화,교보문고 3% 환급할인,1501
6326,마트/편의점,GS25 5% 환급할인,1501
6327,금융,금융수수료 면제 서비스,1501
6328,교통,티머니 서비스,1501
6329,마트/편의점,편의점 업종 5~10% 환급할인,1502
6330,쇼핑,다이소/소셜커머스 5~10% 환급할인,1502
6331,해외,해외이용/해외직구 할인캐시백 5%,1502
6332,교통,"택시 5% 환급할인
대중교통 5% 환급할인",1502
6333,기타,올리브영·박승철헤어스투디오/동물병원 10% 환급할인,1502
6334,여행/숙박,라이프샵 여행 해외패키지 3% 현장할인,1502
6335,영화/문화,인터파크 도서 결제 시 10~30% 할인 및 쿠폰 제공,1503
6336,헤어,미용실 최대 20% 할인,1503
6337,테마파크,테마파크 최대 50% 할인,1503
6338,레저/스포츠,롯데 자이언츠 20% 할인,1503
6339,쇼핑,롯데멤버스 제휴사 최대 10% 할인,1503
6340,영화/문화,"뮤지컬, 연극 등 영화/공연 최대 30% 할인",1503
6341,푸드,외식 10% 할인,1503
6342,주유,SK주유소 리터당 SK주유포인트 50원적립,1503
6343,멤버십포인트,L.POINT 적립,1503
6344,마트/편의점,편의점 업종 5~10% 환급할인,1504
6345,쇼핑,다이소/소셜커머스 5~10% 환급할인,1504
6346,해외,해외이용/해외직구 할인캐시백 5%,1504
6347,교통,"택시 5% 환급할인
대중교통 5% 환급할인",1504
6348,기타,올리브영·박승철헤어스투디오/동물병원 10% 환급할인,1504
6349,여행/숙박,라이프샵 여행 해외패키지 3% 현장할인,1504
6350,공과금/렌탈,청호나이스 렌탈료 자동이체 시 1만1천원~2만원 청구할인,1505
6351,영화/문화,"인터파크 영화 예매 시 3,500원 할인 적용",1505
6352,테마파크,테마파크 최대 50% 할인,1505
6353,기타,"연간 1천만원당 20,000원 결제일할인",1506
6354,주유,"주유 5만원당 1,000원 결제일할인",1506
6355,모든가맹점,모든 가맹점 0.6% 결제일할인,1506
6356,할인,할인점·음식점·주유소·병원·약국 1.2% 결제일할인,1506
6357,영화/문화,"모든 영화관 3,000원 결제일할인",1506
6358,레저/스포츠,프로스포츠 프로모션 서비스,1506
6359,여행/숙박,아멕스 서비스,1506
6360,기타,우체국 이용 시 10% 할인,1507
6361,기타,현금카드 기능 및 Cash-Back 서비스,1507
6362,연회비지원,연회비 면제 및 SMS 무료 서비스,1507
6363,기타,L.POINT 적립,1507
6364,병원/약국,각종 질병 검사 비용 20% 할인,1509
6365,영화/문화,공연초대 30% 예매할인,1509
6366,여행/숙박,전국펜션 5% 할인,1509
6367,연회비지원,연회비 면제 및 SMS 무료 서비스,1509
6368,헤어,미용실 최대 20% 할인,1509
6369,테마파크,테마파크 최대 50% 할인,1509
6370,레저/스포츠,롯데 자이언츠 20% 할인,1509
6371,쇼핑,롯데멤버스 제휴사 최대 10% 할인,1509
6372,여행/숙박,롯데카드 여행서비스 최대 7% 할인,1509
6373,푸드,외식 10% 할인,1509
6374,주유,SK주유소 리터당 SK주유포인트 50원적립,1509
6375,멤버십포인트,L.POINT 적립,1509
6376,공과금/렌탈,코웨이 렌탈료 자동이체 시 1만 5천원~2만원 청구할인,1510
6377,적립,코웨이 연간리워드 5~10% 포인트리 적립,1510
6378,테마파크,놀이공원 최대 50% 할인,1510
6379,공과금/렌탈,쿠쿠렌탈 자동납부요금 청구할인 최대 1만 7천원,1512
6380,병원/약국,각종 질병 검사 비용 20% 할인,1513
6381,영화/문화,공연및 영화 최대 30% 할인,1513
6382,여행/숙박,전국펜션 5% 할인,1513
6383,헤어,미용실 최대 20% 할인,1513
6384,레저/스포츠,롯데 자이언츠 20% 할인,1513
6385,쇼핑,롯데멤버스 제휴사 최대 10% 할인,1513
6386,주유,SK주유소 리터당 SK주유포인트 50원적립,1513
6387,멤버십포인트,L.POINT 적립,1513
6388,기타,무료 가족사진 촬영권 제공,1513
6389,공과금/렌탈,쿠쿠렌탈 자동이체 할인 서비스 최대 1만 5천원,1514
6390,프리미엄,국내전용/K-WORLD/Master 티타늄 서비스,1514
6391,기타,우체국 이용 시 10% 할인 및 2~3개월 무이자 할부,1516
6392,기타,우체국 현금카드 기능 추가,1516
6393,연회비지원,연회비 면제 및 SMS 무료 서비스,1516
6394,헤어,미용실 최대 20% 할인,1516
6395,영화/문화,롯데 자이언츠 20% 할인,1516
6396,쇼핑,쇼핑 최대 10%할인 및 무이자할부 혜택,1516
6397,영화/문화,"뮤지컬, 연극 등 공연 10~30% 할인",1516
6398,주유,SK주유소 리터당 SK주유포인트 50원적립,1516
6399,기타,L.POINT 및 SK 주유포인트 적립,1516
6400,쇼핑,위니아만도 할인 서비스,1518
6401,헤어,미용실 최대 20% 할인,1518
6402,영화/문화,롯데 자이언츠 20% 할인,1518
6403,쇼핑,쇼핑 최대 10%할인 및 무이자할부 혜택,1518
6404,영화/문화,"뮤지컬, 연극 등 공연 10~30% 할인",1518
6405,주유,SK주유소 리터당 SK주유포인트 50원적립,1518
6406,공과금/렌탈,"LG전자 렌탈요금 자동이체 시 13,000원/23,000원 할인",1519
6407,통신,이동통신 5% 할인,1520
6408,공과금/렌탈,도시가스 5% 할인,1520
6409,교통,대중교통 5% 할인,1520
6410,카페/디저트,커피 5% 할인,1520
6411,마트/편의점,편의점 5% 할인,1520
6412,마트/편의점,마트 5% 할인,1520
6413,주유,주유 5% 할인,1520
6414,생활,"배달/스트리밍 최대 3천원 할인
약국 2% 할인",1520
6415,캐시백,"지역사랑음식/쇼핑 3천원 캐시백
지역사랑여가 5천원 캐시백",1520
6416,프리미엄,국내전용/K-WORLD/VISA 티타늄 서비스,1520
6417,주유,주유소 리터당 40원 할인,1521
6418,병원/약국,병원ㆍ약국 1천원 할인,1521
6419,헤어,이ㆍ미용실 1천원 할인,1521
6420,뷰티/피트니스,건강ㆍ취미 업종 5% 캐시백,1521
6421,마트/편의점,대형마트 5% 캐시백,1521
6422,영화/문화,영화관 5% 캐시백,1521
6423,카페/디저트,카페 5% 캐시백,1521
6424,영화/문화,서점 5% 캐시백,1521
6425,전통시장,전통시장 10% 캐시백,1522
6426,마트/편의점,대형할인점 5% 캐시백,1522
6427,푸드,외식 10% 캐시백,1522
6428,영화/문화,영화 3천원 할인,1522
6429,기타,그린카드서비스,1522
6430,적립,"L.PAY 결제/후불교통 2%, 롯데가맹점 0.5% L.POINT 적립
이외 국내 전 가맹점 0.1% L.POINT 적립",1523
6431,마트/편의점,편의점 10% 더블캐시백,1524
6432,카페/디저트,커피전문점 10% 더블캐시백,1524
6433,푸드,패스트푸드 10% 더블캐시백,1524
6434,영화/문화,도서 5% 캐시백,1524
6435,뷰티/피트니스,"CJ올리브영, GS왓슨시, 다이소 5% 캐시백",1524
6436,렌터카,그린카 5% 캐시백,1524
6437,영화/문화,영화 티켓 3천원 캐시백,1524
6438,기타,어학시험 응시료 3천원 캐시백,1524
6439,통신,이동통신요금 3천원 캐시백,1524
6440,모든가맹점,적용제한 없이 0.3~0.5% 기본 캐시백,1525
6441,모든가맹점,주말/공휴일에 결제 시 0.1% 추가 캐시백,1525
6442,자동차/하이패스,후불교통(하이브리드) 서비스,1525
6443,적립,"스타벅스 20%/ 편의점, 영화 10%/ 대중교통, 통신 1천 하나머니 적립
외식, 쇼핑, 어학시험, 어학원 5% 하나머니 적립",1526
6444,OK캐쉬백,OK캐쉬백 플러스 원클릭 충전 및 자동충전시 1% OK캐쉬백 추가 적립,1526
6445,수수료우대,해외 ATM 현금인출 수수료 우대,1526
6446,테마파크,"롯데월드, 에버랜드 자유이용권 50% 할인",1526
6447,통신,"KT라이트할부 이용시 1만원/1만5천원 청구할인
라이트할부 미이용 시 월 5천원 청구할인",1527
6448,카페/디저트,5대 커피업종 5% 청구할인,1527
6449,영화/문화,"영화업종 3,000원 청구할인",1527
6450,기타,올레콘텐츠박스 이용쿠폰 제공,1527
6451,항공마일리지,토탈마일리지 적립서비스,1528
6452,항공,쿠폰서비스_대한항공 항공권 서비스,1528
6453,여행/숙박,쿠폰서비스_KB국민카드 여행상품 할인 서비스,1528
6454,영화/문화,쿠폰서비스_영화/공연/워터파크 서비스,1528
6455,여행/숙박,해외 여행상품 현장 할인 서비스,1528
6456,여행/숙박,롯데호텔 우대 서비스,1528
6457,영화/문화,도서 요약 서비스,1528
6458,보험,보험 무료가입 서비스,1528
6459,프리미엄,Master Diamond 전용서비스,1528
6460,통신,KT 통신요금 7천원/1만5천원 청구할인,1529
6461,카페/디저트,5대 커피업종 5% 청구할인,1529
6462,영화/문화,"영화업종 3,000원 청구할인",1529
6463,기타,올레콘텐츠박스 이용쿠폰 제공,1529
6464,공과금/렌탈,BS렌탈요금 월 1만3천원 / 2만 3천원 할인,1530
6465,모든가맹점,"국내 가맹점 0.7% 청구할인
국내 온라인 가맹점 1.7% 청구할인",1531
6466,해외,해외가맹점 1.7% 청구할인,1531
6467,통신,"LGU+ 통신서비스 요금 7천원/1만3천원 청구할인
LGU+ 단말기 장기할부 서비스",1532
6468,영화/문화,"모든 영화관 3,000원 청구할인",1532
6469,테마파크,놀이공원 자유이용권 50% 현장할인,1532
6470,모든가맹점,전가맹점 0.6% 결제일할인 (BIZ카드),1539
6471,할인,할인점·음식점·주유소·병원·약국 1.2% 결제일할인,1539
6472,생활,5대업종 할인,1539
6473,영화/문화,"모든 영화관 3,000원 결제일할인",1539
6474,레저/스포츠,프로스포츠 프로모션 서비스,1539
6475,비즈니스,개인사업지원 서비스,1539
6476,여행/숙박,아멕스 서비스,1539
6477,기타,사용금액 0.5% 후원금 기부 서비스,1541
6478,연회비지원,차년도 연회비 면제,1541
6479,헤어,미용실 최대 20% 할인,1541
6480,레저/스포츠,롯데 자이언츠 20% 할인,1541
6481,쇼핑,롯데멤버스 제휴사 최대 10% 할인,1541
6482,영화/문화,"뮤지컬, 연극 등 영화/공연 최대 30% 할인",1541
6483,주유,SK주유소 리터당 SK주유포인트 50원적립,1541
6484,멤버십포인트,L.POINT 적립,1541
6485,금융,삼성증권CMA 연 4% 수익률 및 월 7만원 자동적립,1542
6486,연회비지원,차년도 연회비 면제,1542
6487,헤어,미용실 최대 20% 할인,1542
6488,레저/스포츠,롯데 자이언츠 20% 할인,1542
6489,쇼핑,롯데멤버스 제휴사 최대 10% 할인,1542
6490,테마파크,테마파크 최대 50% 할인,1542
6491,여행/숙박,롯데카드 여행서비스 최대 7% 할인,1542
6492,푸드,외식 10% 할인,1542
6493,주유,SK주유소 리터당 SK주유포인트 50원적립,1542
6494,멤버십포인트,L.POINT 적립,1542
6495,마트/편의점,이마트 6천원 결제일할인 및 무이자할부,1543
6496,교통,코레일 승차권 할인,1543
6497,주유,S-OIL 리터당 40~50 보너스포인트 적립,1543
6498,레저/스포츠,프로스포츠 프로모션 서비스,1543
6499,해피포인트,"해피포인트 가맹점 10~30% 청구할인
해피포인트 가맹점 5%현장적립",1544
6500,쇼핑,옥션 · G마켓 5% 청구할인,1544
6501,영화/문화,"인터파크 3,500원 청구할인",1544
6502,여행/숙박,제너두 둔내 펜션 10%~40% 현장할인,1544
6503,무이자할부,"백화점 및 할인점 2~3개월 무이자할부
국내 면세점 2~3개월 무이자할부",1544
6504,통신,"SKT통신요금 7천원 / 1만 3천원 청구할인
SKT 단발기 장기할부 서비스",1546
6505,영화/문화,"모든 영화관 3,000원 청구할인",1546
6506,테마파크,놀이공원 자유이용권 50% 현장할인,1546
6507,여행/숙박,하나투어 포인트 최대 10% 적립,1549
6508,영화/문화,"인터파크 영화예매 1매당 3,500원 청구 할인",1549
6509,여행/숙박,최대 50만원까지!! 여행을 SAVE하는 '하나투어 포인트연계할부서비스(세이브)',1549
6510,무이자할부,2~3개월 무이자할부 서비스,1549
6511,금융,외국통화 매매 및 여행자 수표 매도 시 매매마진율의 30% 우대,1549
6512,주유,S-OIL포인트 적립,1550
6513,쇼핑,쇼핑,1550
6514,테마파크,놀이공원 50% 현장할인,1550
6515,영화/문화,"영화 관람료 1,500원 청구할인",1550
6516,푸드,외식,1550
6517,헤어,미용실 최대 20% 할인,1550
6518,멤버십포인트,L.POINT,1550
6519,모든가맹점,0.7% 빅포인트 적립,1552
6520,영화/문화,"모든 영화관 2,500원 결제일할인",1552
6521,주유,S-OIL 리터당 70원 결제일할인,1552
6522,무이자할부,모든 가맹점 2~3개월 무이자할부,1552
6523,여행/숙박,아멕스 서비스,1552
